Reactants_SMILES,Products_SMILES,Reaction_SMILES,ROOT:RX_ID,ROOT:RX_NVAR,ROOT:RX_RANK,ROOT:RX_RTYP,ROOT:RX_RCT,ROOT:RX_PRO,ROOT:RX_BIN,ROOT:RXD:CL,ROOT:RXD:STP,ROOT:RXD:T,ROOT:RXD:TYP,ROOT:RXD:SUB,ROOT:RXD:SOL,ROOT:RXD:citation,ROOT:COPYRIGHT:COPYRIGHT,ROOT:RXD:TIM,ROOT:RXD:COND,ROOT:RXD:PH,ROOT:RXD:LCN,ROOT:RXD:COM,ROOT:RXD:RGT,ROOT:RXD:YPRO,ROOT:RXD:YD,ROOT:RXD:NYD,ROOT:RXD:PRT,ROOT:RXD:RXDES,ROOT:RXD:YDO,ROOT:RXD:SNR,ROOT:RXD:SRCT,ROOT:RXD:LB,ROOT:RXD:TI,ROOT:RXD:TXT,ROOT:RXD:CAT
O=[N+]([O-])C=Cc1cccc(Cl)c1,CCCC=O.CC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1cccc(Cl)c1.CC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1cccc(Cl)c1,O=[N+]([O-])C=Cc1cccc(Cl)c1>>CCCC=O.CC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1cccc(Cl)c1.CC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1cccc(Cl)c1,56885537,1,56,full reaction|has preparation,3-chloroβ-nitrostyrene|butyraldehyde,3-(3-chlorophenyl)-2-ethyl-4-nitrobutanal|3-(3-chlorophenyl)-2-ethyl-4-nitrobutanal,224825|224825,Preparation,1,,Michael Addition,,,"83691902; Article; Gorde, Amol B.; Ansari, Anas; Ramapanicker, Ramesh; Tetrahedron; vol. 87; (2021);",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,,,rac-Pro-OH,,,,,Experimental part,,,,,,,
COc1ccc(C=C[N+](=O)[O-])cc1,CCCC=O.CC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(OC)cc1.CC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(OC)cc1,COc1ccc(C=C[N+](=O)[O-])cc1>>CCCC=O.CC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(OC)cc1.CC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(OC)cc1,56885539,1,56,full reaction|has preparation,1-methoxy-4-(2-nitro-vinyl)-benzene|butyraldehyde,3-(4-methoxyphenyl)-2-ethyl-4-nitrobutanal|3-(4-methoxyphenyl)-2-ethyl-4-nitrobutanal,224825|224825,Preparation,1,,Michael Addition,,,"83691902; Article; Gorde, Amol B.; Ansari, Anas; Ramapanicker, Ramesh; Tetrahedron; vol. 87; (2021);",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,,,rac-Pro-OH,,,,,Experimental part,,,,,,,
CCCCC=O,O=[N+]([O-])C=Cc1ccccc1.CCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1.CCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,CCCCC=O>>O=[N+]([O-])C=Cc1ccccc1.CCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1.CCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,56885541,1,56,full reaction|has preparation,pentanal|(2-nitroethenyl)benzene,2-propyl-4-nitro-3-phenylbutyraldehyde|2-(2-nitro-1-phenylethyl)pentanal,224825|224825,Preparation,1,,Michael Addition,,,"83691902; Article; Gorde, Amol B.; Ansari, Anas; Ramapanicker, Ramesh; Tetrahedron; vol. 87; (2021);",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,,,rac-Pro-OH,,,,,Experimental part,,,,,,,
CCCCC=O,O=[N+]([O-])C=Cc1ccc(F)cc1.CCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(F)cc1.CCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(F)cc1,CCCCC=O>>O=[N+]([O-])C=Cc1ccc(F)cc1.CCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(F)cc1.CCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(F)cc1,56885543,1,56,full reaction|has preparation,pentanal|4-fluoro-β-nitrostyrene,2-(1-(4-fluorophenyl)-2-nitroethyl)pentanal|2-(1-(4-fluorophenyl)-2-nitroethyl)pentanal,224825|224825,Preparation,1,,Michael Addition,,,"83691902; Article; Gorde, Amol B.; Ansari, Anas; Ramapanicker, Ramesh; Tetrahedron; vol. 87; (2021);",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,,,rac-Pro-OH,,,,,Experimental part,,,,,,,
CCCCC=O,Cc1ccc(C=C[N+](=O)[O-])cc1.CCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(C)cc1.CCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(C)cc1,CCCCC=O>>Cc1ccc(C=C[N+](=O)[O-])cc1.CCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(C)cc1.CCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(C)cc1,56885545,1,56,full reaction|has preparation,pentanal|4-methyl-β-nitrostyrene,2-(2-nitro-1-(p-tolyl)ethyl)pentanal|2-(2-nitro-1-(p-tolyl)ethyl)pentanal,224825|224825,Preparation,1,,Michael Addition,,,"83691902; Article; Gorde, Amol B.; Ansari, Anas; Ramapanicker, Ramesh; Tetrahedron; vol. 87; (2021);",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,,,rac-Pro-OH,,,,,Experimental part,,,,,,,
CCCCC=O,O=[N+]([O-])C=Cc1ccccc1Cl.CCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1Cl.CCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1Cl,CCCCC=O>>O=[N+]([O-])C=Cc1ccccc1Cl.CCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1Cl.CCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1Cl,56885547,1,56,full reaction|has preparation,pentanal|1-chloro-2-(2-nitrovinyl)benzene,2-(1-(2-chlorophenyl)-2-nitroethyl)pentanal|2-(1-(2-chlorophenyl)-2-nitroethyl)pentanal,224825|224825,Preparation,1,,Michael Addition,,,"83691902; Article; Gorde, Amol B.; Ansari, Anas; Ramapanicker, Ramesh; Tetrahedron; vol. 87; (2021);",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,,,rac-Pro-OH,,,,,Experimental part,,,,,,,
CCCCC=O,COc1ccc(C=C[N+](=O)[O-])cc1.CCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(OC)cc1.CCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(OC)cc1,CCCCC=O>>COc1ccc(C=C[N+](=O)[O-])cc1.CCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(OC)cc1.CCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(OC)cc1,56885549,1,56,full reaction|has preparation,pentanal|1-methoxy-4-(2-nitro-vinyl)-benzene,2-(1-(4-methoxyphenyl)-2-nitroethyl)pentanal|2-(1-(4-methoxyphenyl)-2-nitroethyl)pentanal,224825|224825,Preparation,1,,Michael Addition,,,"83691902; Article; Gorde, Amol B.; Ansari, Anas; Ramapanicker, Ramesh; Tetrahedron; vol. 87; (2021);",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,,,rac-Pro-OH,,,,,Experimental part,,,,,,,
O=[N+]([O-])C=Cc1ccccc1,CC(C)CC=O.CC(C)[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1.CC(C)[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,O=[N+]([O-])C=Cc1ccccc1>>CC(C)CC=O.CC(C)[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1.CC(C)[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,56885551,1,56,full reaction|has preparation,(2-nitroethenyl)benzene|isovaleraldehyde,2-isopropyl-4-nitro-3-phenylbutanal|2-isopropyl-4-nitro-3-phenylbutanal,224825|224825,Preparation,1,,Michael Addition,,,"83691902; Article; Gorde, Amol B.; Ansari, Anas; Ramapanicker, Ramesh; Tetrahedron; vol. 87; (2021);",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,,,rac-Pro-OH,,,,,Experimental part,,,,,,,
CCCCCCC=O,O=[N+]([O-])C=Cc1ccccc1.CCCCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1.CCCCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,CCCCCCC=O>>O=[N+]([O-])C=Cc1ccccc1.CCCCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1.CCCCC[C@@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,56885552,1,56,full reaction|has preparation,heptanal|(2-nitroethenyl)benzene,2-(2-nitro-1-phenylethyl)heptanal|2-(2-nitro-1-phenylethyl)heptanal,224825|224825,Preparation,1,,Michael Addition,,,"83691902; Article; Gorde, Amol B.; Ansari, Anas; Ramapanicker, Ramesh; Tetrahedron; vol. 87; (2021);",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,,,rac-Pro-OH,,,,,Experimental part,,,,,,,
COc1ccc(/C=C/C=O)cc1,O=C(/C=C/c1cccn1CC(=O)c1ccccc1)c1ccccc1.[H][C@@]12C=C(c3ccccc3)OC(=O)[C@]1([H])[C@@H](c1ccc(OC)cc1)[C@H](C(=O)c1ccccc1)n1cccc12.COc1ccc(C2C3C(=O)OC(c4ccccc4)=CC3c3cccn3C2C(=O)c2ccccc2)cc1,COc1ccc(/C=C/C=O)cc1>>O=C(/C=C/c1cccn1CC(=O)c1ccccc1)c1ccccc1.[H][C@@]12C=C(c3ccccc3)OC(=O)[C@]1([H])[C@@H](c1ccc(OC)cc1)[C@H](C(=O)c1ccccc1)n1cccc12.COc1ccc(C2C3C(=O)OC(c4ccccc4)=CC3c3cccn3C2C(=O)c2ccccc2)cc1,58655526,1,56,full reaction,4-methoxy-trans-cinnamaldehyde|(E)-3-(1-(2-oxo-2-phenylethyl)-1H-pyrrol-2-yl)-1-phenylprop-2-en-1-one,"(4aR,5S,6R,10bR)-6-benzoyl-5-(4-methoxyphenyl)-2-phenyl-4a,5,6,10b-tetrahydro-4H-pyrano[3,4-g]indolizin-4-one|6-benzoyl-5-(4-methoxyphenyl)-2-phenyl-4a,5,6,10b-tetrahydro-4H-pyrano[3,4-g]indolizin-4-o",192165|192165,Chemical behaviour,1,30,Michael Addition,Catalytic behavior,tetrahydrofuran,"96861630; Article; Ghosh, Arghya;Barik, Shilpa;Shee, Sayan;Biju, Akkattu T.; Chemical Communications; vol. 57; 63; (2021); p. 7794 - 7797;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,Schlenk technique|Inert atmosphere,,supporting information,Overall yield = 45percent; Overall yield = 53 mg; enantioselective reaction,"dmap|(5aS,10bR)-5a,10b-dihydro-2-(2',4',6'-trimethylphenyl)-4H,6H-indeno[2,1-b]-1,2,4-triazolo[4,3-d]-1,4-oxazinium chloride monohydrate|3,5,3',5'-tetra-tert-butyl-4,4'-diphenoquinone|lithium chloride",,,,Reagent/catalyst|Solvent,Experimental part,>98 percent ee|98 percent ee,,,,,,
O=C1CC(=O)c2c(-c3ccccc3)ccc(-c3ccccc3)c21,O=C(C=Cc1ccccc1-c1ccccc1)C=Cc1ccccc1-c1ccccc1.O=C1C[C@H](c2ccccc2-c2ccccc2)C2(C(=O)c3c(-c4ccccc4)ccc(-c4ccccc4)c3C2=O)[C@@H](c2ccccc2-c2ccccc2)C1.O=C1C[C@H](c2ccccc2-c2ccccc2)C2(C(=O)c3c(-c4ccccc4)ccc(-c4ccccc4)c3C2=O)[C@H](c2ccccc2-c2ccccc2)C1,O=C1CC(=O)c2c(-c3ccccc3)ccc(-c3ccccc3)c21>>O=C(C=Cc1ccccc1-c1ccccc1)C=Cc1ccccc1-c1ccccc1.O=C1C[C@H](c2ccccc2-c2ccccc2)C2(C(=O)c3c(-c4ccccc4)ccc(-c4ccccc4)c3C2=O)[C@@H](c2ccccc2-c2ccccc2)C1.O=C1C[C@H](c2ccccc2-c2ccccc2)C2(C(=O)c3c(-c4ccccc4)ccc(-c4ccccc4)c3C2=O)[C@H](c2ccccc2-c2ccccc2)C1,58741973,1,56,full reaction|has preparation,"4,7-diphenyl-1,3-indanedione|1,5-di-(2-biphenylyl)penta-1,4-dien-3-one",C50H36O3|C50H36O3,207092|207092,Preparation,1,,Michael Addition,,,"107582934; Article; Seifert, Monika; Barth, Dieter; Kuck, Dietmar; European Journal of Organic Chemistry; vol. 2021; 46; (2021); p. 6435 - 6449;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,6,Reflux,,,Overall yield = 54 percent; Overall yield = 4.10 g,acetic acid,,,,,Experimental part,,,,,,,
O=C1C=CCCC1,CONC(=O)OC(C)(C)C.CON(C(=O)OC(C)(C)C)[C@@H]1CCCC(=O)C1.CON(C(=O)OC(C)(C)C)[C@@H]1CCCC(=O)C1,O=C1C=CCCC1>>CONC(=O)OC(C)(C)C.CON(C(=O)OC(C)(C)C)[C@@H]1CCCC(=O)C1.CON(C(=O)OC(C)(C)C)[C@@H]1CCCC(=O)C1,59487771,1,56,full reaction,cyclohexenone|N-(tert-butoxycarbonyl)-O-methylhydroxylamine,tert-butyl methoxy(3-oxocyclohexyl)carbamate|tert-butyl methoxy(3-oxocyclohexyl)carbamate,220177|220177,Chemical behaviour,1,0,Michael Addition,Catalytic behavior,water|toluene,"115817869; Article; Lee, Jaeyong; Ban, Jeong Woo; Kim, Jeongseok; Yang, Sehun; Lee, Geumwoo; Dhorma, Lama Prema; Kim, Mi-Hyun; Ha, Min Woo; Hong, Suckchang; Park, Hyeung-Geun; Organic Letters; vol. 24",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,supporting information,Overall yield = 97 percent; Overall yield = 49 mg; enantioselective reaction,C36H32F9N4O2(1+)*Br(1-)|potassium hydroxide,,,,Reagent/catalyst,Experimental part,58 percent ee,,,,,,
CC[Mg]Br,O=c1ccc2ccccc2o1.CC[C@H]1C=C([O-])Oc2ccccc21.[Br-].[Mg+2].CC[C@@H]1C=C([O-])Oc2ccccc21.[Br-].[Mg+2],CC[Mg]Br>>O=c1ccc2ccccc2o1.CC[C@H]1C=C([O-])Oc2ccccc21.[Br-].[Mg+2].CC[C@@H]1C=C([O-])Oc2ccccc21.[Br-].[Mg+2],59585138,1,56,full reaction,ethynylmagnesium bromide|2H-1-Benzopyran-2-one,C11H11O2(1-)*Mg(2+)*Br(1-)|C11H11O2(1-)*Mg(2+)*Br(1-),,Chemical behaviour,1,-78,Michael Addition,Catalytic behavior,tert-butyl methyl ether,"115917126; Article; Mudráková, Brigita; Kisszékelyi, Péter; Vargová, Denisa; Zakiewicz, Doro",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,Inert atmosphere|Schlenk technique,,supporting information,enantioselective reaction,copper(I) bromide dimethylsulfide complex|(R)-1-[(Sp)-2-(dicyclohexylphosphino)ferrocenylethyl]diphenylphosphine,,,,Reagent/catalyst,Experimental part,89 percent ee,,,,,,
Cc1ccc(S(=O)(=O)N2C=CC(=O)CC2)cc1,CC[Mg]Cl.CC[C@H]1C=C([O-])CCN1S(=O)(=O)c1ccc(C)cc1.[Cl-].[Mg+2].CC[C@@H]1C=C([O-])CCN1S(=O)(=O)c1ccc(C)cc1.[Cl-].[Mg+2],Cc1ccc(S(=O)(=O)N2C=CC(=O)CC2)cc1>>CC[Mg]Cl.CC[C@H]1C=C([O-])CCN1S(=O)(=O)c1ccc(C)cc1.[Cl-].[Mg+2].CC[C@@H]1C=C([O-])CCN1S(=O)(=O)c1ccc(C)cc1.[Cl-].[Mg+2],59585185,1,56,full reaction,"1-tosyl-2,3-dihydropyridin-4(1H)-one|ethylmagnesium chloride",C14H18NO3S(1-)*Mg(2+)*Cl(1-)|C14H18NO3S(1-)*Mg(2+)*Cl(1-),,Chemical behaviour,1,-78,Michael Addition,Catalytic behavior,tetrahydrofuran|2-methyltetrahydrofuran|diethyl ether,"115917126; Article; Mudráková, Brigita; Kisszékelyi, Péter; Vargová, Denisa; Zakiewicz, Doro",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,4,Inert atmosphere|Schlenk technique,,supporting information,enantioselective reaction,copper (I) iodide|(R)-1-[(Sp)-2-(dicyclohexylphosphino)ferrocenylethyl]diphenylphosphine,,,,Reagent/catalyst,Experimental part,9 percent ee,,,,,,
COC(C)OC,O=[N+]([O-])/C=C/c1ccc(Cl)cc1.O=CC[C@H](C[N+](=O)[O-])c1ccc(Cl)cc1.O=CC[C@@H](C[N+](=O)[O-])c1ccc(Cl)cc1,COC(C)OC>>O=[N+]([O-])/C=C/c1ccc(Cl)cc1.O=CC[C@H](C[N+](=O)[O-])c1ccc(Cl)cc1.O=CC[C@@H](C[N+](=O)[O-])c1ccc(Cl)cc1,59786509,1,56,full reaction,"1,1-dimethoxyethane|1-nitro-2-(4-chlorophenyl)ethylene",(S)-3-(4-chlorophenyl)-4-nitrobutanal|(R)-3-(4-chlorophenyl)-4-nitrobutanal,146668|146668,Chemical behaviour,1,25,Michael Addition,Catalytic behavior,water monomer,"116204720; Article; Nori, Valeria; Sinibaldi, Arianna; Giorgianni, Giuliana; Pesciaioli, Fabio; Di Donato, Francesca; Cocco, Emanuele; Biancolillo, Alessandra; Landa, Aitor; Carlone, Armando; Chemistr",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,36,Green chemistry,,supporting information,Overall yield = 56 percent; Overall yield = 63 percentSpectr.; enantioselective reaction,C47H73NOSi,,,,Reagent/catalyst|Solvent|Time,Experimental part,82 percent ee,,,,,,
O=C(/C=C/C(F)(F)F)Oc1ccc([N+](=O)[O-])cc1,COC(=O)CC(=O)OC.COC(=O)C(C(=O)OC)[C@@H](CC(=O)Oc1ccc([N+](=O)[O-])cc1)C(F)(F)F.COC(=O)C(C(=O)OC)[C@H](CC(=O)Oc1ccc([N+](=O)[O-])cc1)C(F)(F)F,O=C(/C=C/C(F)(F)F)Oc1ccc([N+](=O)[O-])cc1>>COC(=O)CC(=O)OC.COC(=O)C(C(=O)OC)[C@@H](CC(=O)Oc1ccc([N+](=O)[O-])cc1)C(F)(F)F.COC(=O)C(C(=O)OC)[C@H](CC(=O)Oc1ccc([N+](=O)[O-])cc1)C(F)(F)F,60432881,1,56,full reaction,"4-nitrophenyl (E)-4,4,4-trifluorobut-2-enoate|malonic acid dimethyl ester","1,1-dimethyl 3-(4-nitrophenyl) 2-(trifluoromethyl)propane-1,1,3-tricarboxylate|(S)-1,1-dimethyl 3-(4-nitrophenyl) 2-(trifluoromethyl)propane-1,1,3-tricarboxylate",220308|220308,Chemical behaviour,1,0,Michael Addition,Catalytic behavior,"N,N-dimethyl-formamide","117974673; Article; Wu, Jiufeng;Young, Claire M.;Watts, Amy A.;Slawin, Alexandra M. Z.;Boyce, G",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,16,,,supporting information,Overall yield = 73 percent; enantioselective reaction,"(2S,3R)-HyperBTM|N-ethyl-N,N-diisopropylamine",,,,Solvent|Temperature,Experimental part,80 percent ee,,,,,,
O=[N+]([O-])C=Cc1ccccc1,CC1=NN(c2ccccc2)C(=O)C1.Cc1c[nH]c(O)c1[C@@H](C[N+](=O)[O-])c1ccccc1.Cc1c[nH]c(O)c1[C@H](C[N+](=O)[O-])c1ccccc1,O=[N+]([O-])C=Cc1ccccc1>>CC1=NN(c2ccccc2)C(=O)C1.Cc1c[nH]c(O)c1[C@@H](C[N+](=O)[O-])c1ccccc1.Cc1c[nH]c(O)c1[C@H](C[N+](=O)[O-])c1ccccc1,61255889,1,56,full reaction,(2-nitroethenyl)benzene|edaravone,C13H14N2O3|C13H14N2O3,17052|17052,Chemical behaviour,1,20,Michael Addition,Catalytic behavior,tetrahydrofuran,"119088156; Article; Ma, Zhi-Wei;Liu, Xiao-Feng;Chen, Xiao-Pei;Wang, Chuan-Chuan;Tao, Jing-Chao;Lv, Quan-Jian; Letters in Organic Chemistry; vol. 19; 10; (2022); p. 908 - 912;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,2,,,,Overall yield = 94 percent; stereoselective reaction,C34H57N3O2S,,,,Reagent/catalyst|Solvent|Temperature|Time,Experimental part,78 percent ee,,,,,,
Cc1ccc(S(=O)(=O)C(c2ccccc2)c2c(C)[nH]c3ccccc23)cc1,O=[PH](c1ccccc1)c1ccccc1.Cc1[nH]c2ccccc2c1[C@H](c1ccccc1)P(=O)(c1ccccc1)c1ccccc1.Cc1[nH]c2ccccc2c1[C@@H](c1ccccc1)P(=O)(c1ccccc1)c1ccccc1,Cc1ccc(S(=O)(=O)C(c2ccccc2)c2c(C)[nH]c3ccccc23)cc1>>O=[PH](c1ccccc1)c1ccccc1.Cc1[nH]c2ccccc2c1[C@H](c1ccccc1)P(=O)(c1ccccc1)c1ccccc1.Cc1[nH]c2ccccc2c1[C@@H](c1ccccc1)P(=O)(c1ccccc1)c1ccccc1,61647879,1,56,full reaction,1-methyl-1-(2-methyl-1H-3-indolyl)ethyl (4-methylphenyl)sulfone|Diphenylphosphine oxide,(S)-((2-methyl-1H-indol-3-yl)(phenyl)methyl)diphenylphosphine oxide|C28H24NOP,243457|243457,Chemical behaviour,1,50,Michael Addition,Catalytic behavior,"1,2-dichloro-ethane","121134881; Article; Jia, Yun-Qing;Zhao, Jian-Qiang;Wang, Zhen-Hua;You, Yong;Zhang, Yan-Ping;Jin, Xin;Zhou, Ming-Qiang;Ge, Zhen-Zhen;Yuan, Wei-Cheng; Chemical Communications; vol. 58; 86; (2022); p. 12",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,supporting information,Overall yield = 75 percent; Overall yield = 31.6 mg; enantioselective reaction,"1-(3,5-bis(trifluoromethyl)phenyl)-3-((S)-(6-methoxyquinolin-4-yl)((1S,2S,4S,5R)-5-vinylquinuclidin-2-yl)methyl)thiourea|potassium carbonate",,,,Solvent|Temperature|Reagent/catalyst,Experimental part,87 percent ee,,,,,,
CCOC(=O)C(C(=O)OCC)=C1C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,Cc1noc(CCl)c1[N+](=O)[O-].CCOC(=O)C1(C(=O)OCC)C(c2onc(C)c2[N+](=O)[O-])C12C(=O)N(C(=O)OC(C)(C)C)c1ccccc12.CCOC(=O)C1(C(=O)OCC)[C@@H](c2onc(C)c2[N+](=O)[O-])[C@]12C(=O)N(C(=O)OC(C)(C)C)c1ccccc12.CCOC(=O)C1(C(=O)OCC)[C@H](c2onc(C)c2[N+](=O)[O-])[C@@]12C(=O)N(C(=O)OC(C)(C)C)c1ccccc12,CCOC(=O)C(C(=O)OCC)=C1C(=O)N(C(=O)OC(C)(C)C)c2ccccc21>>Cc1noc(CCl)c1[N+](=O)[O-].CCOC(=O)C1(C(=O)OCC)C(c2onc(C)c2[N+](=O)[O-])C12C(=O)N(C(=O)OC(C)(C)C)c1ccccc12.CCOC(=O)C1(C(=O)OCC)[C@@H](c2onc(C)c2[N+](=O)[O-])[C@]12C(=O)N(C(=O)OC(C)(C)C)c1ccccc12.CCOC(=O)C1(C(=O)OCC)[C@H](c2onc(C)c2[N+](=O)[O-])[C@@]12C(=O)N(C(=O)OC(C)(C)C)c1ccccc12,62235880,2,56,full reaction|has preparation,diethyl 2-(1-(tert-butoxycarbonyl)-2-oxoindolin-3-ylidene)malonate|5-(chloromethyl)-3-methyl-4-nitroisoxazole,"1′-(tert-butyl) 2,2-diethyl 3-(3-methyl-4-nitroisoxazol-5-yl)-2′-oxospiro[cyclopropane-1,3′-indoline",136406|136406|136406,"['Preparation', 'Chemical behaviour']","['1', '1']","['20 - 25', '20 - 25']","['Michael Addition', 'Michael Addition']",Catalytic behavior,"['dichloromethane', 'acetonitrile']","['122166604; Article; Manna, Abhijit;Joshi, Harshit;Singh, Vinod K.; Journal of Organic Chemistry; vol. 87; 24; (2022); p. 16755 - 16766;', '122166604; Article; Manna, Abhijit;Joshi, Harshit;Singh, Vinod K.; Journal of Organic Chemistry; vol. 87; 24; (2022); p. 16755 - 16766;']",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,"['Inert atmosphere', 'Inert atmosphere']",,"['supporting information', 'supporting information']","['Overall yield = 67 percent; stereoselective reaction', 'Overall yield = 60 percent; stereoselective reaction']","['9-amino-9-deoxy-epicinchonin-9-yl [3,5-bis(trifluoromethyl)phenyl]thiocarbamate|sodium hydrogencarbonate', '1-[3,5-bis(trifluoromethyl)phenyl]-3-[(8α,9S)-cinchonan-9-yl]urea|sodium hydrogencarbonate']",,,,Reagent/catalyst|Solvent,"['Experimental part', 'Experimental part']","['83percent ee', '88 percent ee']",,,,,,
