Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:RGT:AMD,RXN:VAR:CAT:AMD,RXN:RCT:AMD,RXN:PRO:AMD
Cc1nn(COCC[Si](C)(C)C)c(C)c1B1OC(C)(C)C(C)(C)O1,CCn1nccc1C(=O)NC(C(=O)Nc1ncc(Br)cc1F)C(C1CC1)C1CC1.CCn1nccc1C(=O)NC(C(=O)Nc1ncc(-c2c(C)nn(COCC[Si](C)(C)C)c2C)cc1F)C(C1CC1)C1CC1,Cc1nn(COCC[Si](C)(C)C)c(C)c1B1OC(C)(C)C(C)(C)O1>>CCn1nccc1C(=O)NC(C(=O)Nc1ncc(Br)cc1F)C(C1CC1)C1CC1.CCn1nccc1C(=O)NC(C(=O)Nc1ncc(-c2c(C)nn(COCC[Si](C)(C)C)c2C)cc1F)C(C1CC1)C1CC1,"['1000801-22-8', '2755144-77-3']",2755144-78-4,31-614-CAS-31085327,1,1,100,584-08-7,"['109-99-9', '7732-18-5']",Suzuki coupling,N-Heteroaryl and N-aryl amidoamides as small molecule modulators of IL-17,"Andrews, Mark; Soerensen, Morten Dahl; Larsen, Mogens; Devaux, Nicolas;","World Intellectual Property Organization, WO2021250194 A1 2021-12-16",95464-05-4,,,,,
Cc1cc(C)c(C2=N3c4c(ccc5c4N4=CC(=C5)c5ccc(cc5)OCCCCCCCC/C=C\CCCCCCCCOc5ccc(cc5)-c5cccc(c5)C5=CC6=N7C(=C5)C5=CC=CC=N5[Ru+2]473(N3=CC=CC=C3)N3=CC=CC=C63)C=C2)c(C)c1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],Cc1cc(C)c(C2=N3c4c(ccc5c4N4=CC(=C5)c5ccc(cc5)OCCCCCCCCCCCCCCCCCCOc5ccc(cc5)-c5cccc(c5)C5=CC6=N7C(=C5)C5=CC=CC=N5[Ru+2]473(N3=CC=CC=C3)N3=CC=CC=C63)C=C2)c(C)c1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],Cc1cc(C)c(C2=N3c4c(ccc5c4N4=CC(=C5)c5ccc(cc5)OCCCCCCCC/C=C\CCCCCCCCOc5ccc(cc5)-c5cccc(c5)C5=CC6=N7C(=C5)C5=CC=CC=N5[Ru+2]473(N3=CC=CC=C3)N3=CC=CC=C63)C=C2)c(C)c1.[F-][P+5]([F-])([F-])([F-])([F-])[F-]>>Cc1cc(C)c(C2=N3c4c(ccc5c4N4=CC(=C5)c5ccc(cc5)OCCCCCCCCCCCCCCCCCCOc5ccc(cc5)-c5cccc(c5)C5=CC6=N7C(=C5)C5=CC=CC=N5[Ru+2]473(N3=CC=CC=C3)N3=CC=CC=C63)C=C2)c(C)c1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],1001010-93-0,1002761-01-4,31-242-CAS-11886282,1,1,100,1333-74-0,"['64-17-5', '75-09-2']","in the dark, alternative preparation shown",Light-Induced Geometrical Changes in Acyclic Ruthenium(II) Complexes and,"Bonnet, Sylvestre; Collin, Jean-Paul; Sauvage, Jean-Pierre","Inorganic Chemistry (2007), 46(25), 10520-10533",7440-05-3,General/Typical Procedure: 17photo 2+. A 50 mg (33 mol) amount of the,,,,
CCc1ccc([N+](=O)[O-])cc1,CCC1CCC(NC2CCC(CC)CC2)CC1,CCc1ccc([N+](=O)[O-])cc1>>CCC1CCC(NC2CCC(CC)CC2)CC1,100-12-9,1004686-72-9,31-243-CAS-19508555,1,1,100,1333-74-0,110-54-3,"solid-supported catalyst, reusable catalyst, solvent and time dependent",Solvent-Driven Selectivity Control to Either Anilines or,"Chen, Xiaodong; Shen, Kui; Ding, Danni; Chen, Junying; Fan, Ting; Wu,","ACS Catalysis (2018), 8(11), 10641-10648",7440-05-3,,,,,
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,N#Cc1cc(Br)cc(Cl)c1F.CC1(C)OB(c2cc(Cl)c(F)c(C#N)c2)OC1(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C>>N#Cc1cc(Br)cc(Cl)c1F.CC1(C)OB(c2cc(Cl)c(F)c(C#N)c2)OC1(C)C,"['73183-34-3', '1000577-76-3']",1383985-27-0,31-142-CAS-5235319,1,1,100,127-08-2,123-91-1,"microwave irradiation, Suzuki coupling",Preparation of dispriocyclohexaneindeneimidazolamine derivatives and,"Csjernyik, Gabor; Karlstroem, Sofia; Kers, Annika; Kolmodin, Karin;","World Intellectual Property Organization, WO2012087237 A1 2012-06-28",72287-26-4,"3-Chloro-2-fluoro-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzonitrile",,,,
CCC[C@@H]1CC2(CCCC2)C(=O)N(c2nnc(CC)s2)C1=O,CCC[C@H](CC1(C(=O)O)CCCC1)C(=O)O,CCC[C@@H]1CC2(CCCC2)C(=O)N(c2nnc(CC)s2)C1=O>>CCC[C@H](CC1(C(=O)O)CCCC1)C(=O)O,1000808-29-6,1024616-42-9,31-353-CAS-6586764,1,1,100,"['616-91-1', '1000808-28-5']",7732-18-5,buffered solution (phosphate),Cyclization of the Acyl Glucuronide Metabolite of a Neutral Endopeptidase,"Meng, Xiaoli; Maggs, James L.; Pryde, David C.; Planken, Simon; Jenkins,","Journal of Medicinal Chemistry (2007), 50(24), 6165-6176",,Amino Acids and Glutathione. Acyl glucuronide 3 (2 mM) and either,,,,
CCOP(=O)(CC(=O)N(C)OC)OCC,CN(C)c1ccc(C=O)cc1.CON(C)C(=O)/C=C/c1ccc(N(C)C)cc1,CCOP(=O)(CC(=O)N(C)OC)OCC>>CN(C)c1ccc(C=O)cc1.CON(C)C(=O)/C=C/c1ccc(N(C)C)cc1,"['124931-12-0', '100-10-7']",2248719-43-7,31-339-CAS-19597782,1,2,100,7646-69-7,109-99-9,"stereoselective, Horner-Wadsworth-Emmons reaction",General Method for the Preparation of Indole-2-Weinreb Amides,"Glas, Carina; Bracher, Franz","Synthesis (2019), 51(3), 757-768",,,,,,
CCN,CCOC(=O)Cn1cccc(NC(=O)c2ccccc2)c1=O.CCNC(=O)Cn1cccc(NC(=O)c2ccccc2)c1=O,CCN>>CCOC(=O)Cn1cccc(NC(=O)c2ccccc2)c1=O.CCNC(=O)Cn1cccc(NC(=O)c2ccccc2)c1=O,"['75-04-7', '1000693-06-0']",1177499-92-1,31-368-CAS-4880262,1,1,100,,,amine also used as solvent,Glycogen phosphorylase inhibitory effects of,"Karis, N. David; Loughlin, Wendy A.; Jenkins, Ian D.; Healy, Peter C.","Bioorganic & Medicinal Chemistry (2009), 17(13), 4724-4733",,,,,,
O=Cc1ccco1,CCc1ccc([N+](=O)[O-])cc1.CCc1ccc(N=Cc2ccco2)cc1,O=Cc1ccco1>>CCc1ccc([N+](=O)[O-])cc1.CCc1ccc(N=Cc2ccco2)cc1,"['98-01-1', '100-12-9']",34755-82-3,31-614-CAS-30917442,1,1,100,1333-74-0,"['109-99-9', '7732-18-5']","high pressure, Parr reactor used, Ni nanoparticles loaded N-doped carbon",Sustainable route for the synthesis of flower-like Ni@N-doped carbon,"Ravi, Krishnan; Advani, Jacky H.; Bankar, Balasaheb D.; Singh, Amravati","New Journal of Chemistry (2020), 44(43), 18714-18723","['7440-02-0', '7440-44-0']",,,"nitrogen-doped bagasse carbon nanosheet supported, reduced",,
O=[N+]([O-])c1ccc(CBr)cc1,COc1ccccc1B(O)O.COc1ccccc1Cc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(CBr)cc1>>COc1ccccc1B(O)O.COc1ccccc1Cc1ccc([N+](=O)[O-])cc1,"['100-11-8', '5720-06-9']",92199-93-4,31-179-CAS-2102550,1,1,100,584-08-7,1330-20-7,Suzuki cross-coupling,Suzuki cross-coupling reaction of benzylic halides with arylboronic acids,"Chahen, Ludovic; Doucet, Henri; Santelli, Maurice","Synlett (2003), (11), 1668-1672","['12012-95-2', '333380-86-2']","General/Typical Procedure: As a typical experiment, the reaction of",,,,
Nc1ccc([N+](=O)[O-])cc1C(=O)O,CCOC(C)=N.N#Cc1ccc(CBr)cc1.O=S(=O)(Cl)c1ccccc1.Cc1nc2ccc(NS(=O)(=O)c3ccccc3)cc2c(=O)n1Cc1ccc(C(=N)N)cc1.Cl,Nc1ccc([N+](=O)[O-])cc1C(=O)O>>CCOC(C)=N.N#Cc1ccc(CBr)cc1.O=S(=O)(Cl)c1ccccc1.Cc1nc2ccc(NS(=O)(=O)c3ccccc3)cc2c(=O)n1Cc1ccc(C(=N)N)cc1.Cl,"['616-79-5', '1000-84-6', '17201-43-3', '98-09-9']",246540-85-2,31-614-CAS-28151655,1,6,100,"['121-44-8', '584-08-7', '1333-74-0', '110-86-1', '7647-01-0', '506-87-6']","['110-80-5', '67-64-1', '67-56-1', '75-09-2', '64-17-5']","Raney-nickel used as catalyst in stage 3, analogs prepared similarly,",Bicyclic heterocyclic compounds for use as thrombin inhibitors,"Ries, Uwe; Hauel, Norbert; Priepke, Henning; Nar, Herbert; Stassen, Jean","Germany, DE19816983 A1 1999-10-21","['7440-02-0', '1122-58-3']",,,,,
COC(O[Si](C)(C)C)=C(C)C,CN(C)c1ccc(C=O)cc1.COC(=O)C(C)(C)C(O[Si](C)(C)C)c1ccc(N(C)C)cc1,COC(O[Si](C)(C)C)=C(C)C>>CN(C)c1ccc(C=O)cc1.COC(=O)C(C)(C)C(O[Si](C)(C)C)c1ccc(N(C)C)cc1,"['31469-15-5', '100-10-7']",132925-07-6,31-330-CAS-7767865,1,2,100,,68-12-2,"alternative reaction conditions shown, in-situ generated catalyst",Product-catalyzed aldol reaction between trimethylsilyl enolates and,"Fujisawa, Hidehiko; Nakagawa, Takashi; Mukaiyama, Teruaki","Advanced Synthesis & Catalysis (2004), 346(9 + 10), 1241-1246",16909-23-2,,,,,
COc1ccc(C(C)=O)cc1,C[SiH2]c1ccccc1.COc1ccc(C(C)O[SiH](C)c2ccccc2)cc1,COc1ccc(C(C)=O)cc1>>C[SiH2]c1ccccc1.COc1ccc(C(C)O[SiH](C)c2ccccc2)cc1,"['100-06-1', '766-08-5']",1453254-69-7,31-010-CAS-4226781,1,1,100,,108-90-7,"Young tap Schlenk tube used, mechanism studied, glovebox used,",Highly Efficient Large Bite Angle Diphosphine Substituted Molybdenum,"Chakraborty, Subrata; Blacque, Olivier; Fox, Thomas; Berke, Heinz","ACS Catalysis (2013), 3(10), 2208-2217",1453254-46-0,General/Typical Procedure: Table 3: A fresh stock solution of catalyst 3,,,,
O=[N+]([O-])c1ccc(CBr)cc1,OB(O)c1ccc(F)cc1F.O=[N+]([O-])c1ccc(Cc2ccc(F)cc2F)cc1,O=[N+]([O-])c1ccc(CBr)cc1>>OB(O)c1ccc(F)cc1F.O=[N+]([O-])c1ccc(Cc2ccc(F)cc2F)cc1,"['100-11-8', '144025-03-6']",640712-80-7,31-179-CAS-15496778,1,1,100,584-08-7,1330-20-7,"Suzuki cross-coupling, 12% of homocoupling of 4-nitrobenzylbromide was",Suzuki cross-coupling reaction of benzylic halides with arylboronic acids,"Chahen, Ludovic; Doucet, Henri; Santelli, Maurice","Synlett (2003), (11), 1668-1672","['12012-95-2', '333380-86-2']","General/Typical Procedure: As a typical experiment, the reaction of",,,,
CC(=O)OC(C)=O,CCCCCCC[C@H]1O[C@H](OC)[C@H](O)[C@@H](O)[C@]1(C)O.CCCCCCC[C@H]1OC(OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@]1(C)OC(C)=O,CC(=O)OC(C)=O>>CCCCCCC[C@H]1O[C@H](OC)[C@H](O)[C@@H](O)[C@]1(C)O.CCCCCCC[C@H]1OC(OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@]1(C)OC(C)=O,"['108-24-7', '1000873-23-3']",1000873-24-4,31-355-CAS-15105351,1,1,100,,"['64-19-7', '108-24-7', '7732-18-5']",product is a 1:5 mixture of epimers,Oxidative Decarboxylation as a Route to Ketene Acetals: Assignment of,"Clive, Derrick L. J.; Minaruzzaman","Organic Letters (2007), 9(25), 5315-5317",7664-93-9,"Acetic Acid (3R,4R,5R,6R)-3,4,5-Triacetoxy-6-heptyl-5-",,,,
O=C1C(Br)CCN1c1ccccc1,Cn1ncc2cccc(Br)c21.Cn1ncc2cccc(C3CCN(c4ccccc4)C3=O)c21,O=C1C(Br)CCN1c1ccccc1>>Cn1ncc2cccc(Br)c21.Cn1ncc2cccc(C3CCN(c4ccccc4)C3=O)c21,"['77868-83-8', '1000576-59-9']",3034584-62-5,31-614-CAS-35314543,1,1,100,7440-66-6,109-99-9,"photochemical (blue LEDs 450 nm used), Negishi coupling",End-to-End Automated Synthesis of C(sp3)-Enriched Drug-like Molecules via,"Abdiaj, Irini; Canellas, Santiago; Dieguez, Alejandro; Linares, Maria","Journal of Medicinal Chemistry (2023), 66(1), 716-732","['32005-36-0', '564483-18-7']",,,,,
N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,COC(=O)c1c(C(=O)OC)c([Si](C)(C)C)c2c(c1[Si](C)(C)C)Cc1cc3c(cc1C2)Cc1c(c([Si](C)(C)C)c(C(=O)OC)c(C(=O)OC)c1[Si](C)(C)C)C3.COC(=O)c1c(C(=O)OC)c([Si](C)(C)C)c2cc3c(cc2c1[Si](C)(C)C)C1c2cc4c([Si](C)(C)C)c(C(=O)OC)c(C(=O)OC)c([Si](C)(C)C)c4cc2C3C2(C#N)C(=O)C(Cl)=C(Cl)C(=O)C12C#N,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O>>COC(=O)c1c(C(=O)OC)c([Si](C)(C)C)c2c(c1[Si](C)(C)C)Cc1cc3c(cc1C2)Cc1c(c([Si](C)(C)C)c(C(=O)OC)c(C(=O)OC)c1[Si](C)(C)C)C3.COC(=O)c1c(C(=O)OC)c([Si](C)(C)C)c2cc3c(cc2c1[Si](C)(C)C)C1c2cc4c([Si](C)(C)C)c(C(=O)OC)c(C(=O)OC)c([Si](C)(C)C)c4cc2C3C2(C#N)C(=O)C(Cl)=C(Cl)C(=O)C12C#N,"['84-58-2', '1001062-03-8']",1185046-69-8,31-478-CAS-15265710,1,1,100,,108-88-3,"isolated yield 90%, Diels-Alder reaction",Double homologation method for substituted soluble pentacenes and,"Li, Shi; Li, Zhiping; Nakajima, Kiyohiko; Kanno, Ken-ichiro; Takahashi,","Chemistry - An Asian Journal (2009), 4(2), 294-301",,,,,,
O=[N+]([O-])c1ccc(CBr)cc1,O=[N+]([O-])c1cccc(B(O)O)c1.O=[N+]([O-])c1ccc(Cc2cccc([N+](=O)[O-])c2)cc1,O=[N+]([O-])c1ccc(CBr)cc1>>O=[N+]([O-])c1cccc(B(O)O)c1.O=[N+]([O-])c1ccc(Cc2cccc([N+](=O)[O-])c2)cc1,"['100-11-8', '13331-27-6']",3002-33-3,31-179-CAS-9105705,1,1,100,584-08-7,1330-20-7,Suzuki cross-coupling,Suzuki cross-coupling reaction of benzylic halides with arylboronic acids,"Chahen, Ludovic; Doucet, Henri; Santelli, Maurice","Synlett (2003), (11), 1668-1672","['12012-95-2', '333380-86-2']","General/Typical Procedure: As a typical experiment, the reaction of",,,,
CN(C)c1ccc(C=O)cc1,N#CCC#N.CN(C)c1ccc(C=C(C#N)c2nnn[nH]2)cc1,CN(C)c1ccc(C=O)cc1>>N#CCC#N.CN(C)c1ccc(C=C(C#N)c2nnn[nH]2)cc1,"['100-10-7', '109-77-3']",2448297-93-4,31-614-CAS-39783711,1,1,100,26628-22-8,68-12-2,"green chemistry-catalyst, basil seed used as catalyst, reusable catalyst",Eco-friendly and sustainable basil seed hydrogel-loaded copper,"Samiee Paghaleh, Effat; Kolvari, Eskandar; Seidi, Farzad; Dashtian,","Nanoscale Advances (2024), 6(3), 960-972",20427-59-2,,,,,
COc1ccc(C(C)=O)cc1,COc1ccccc1CO.COc1ccc(C(=O)CCc2ccccc2OC)cc1,COc1ccc(C(C)=O)cc1>>COc1ccccc1CO.COc1ccc(C(=O)CCc2ccccc2OC)cc1,"['100-06-1', '612-16-8']",109089-84-1,31-066-CAS-18042206,1,1,100,1310-58-3,,sealed tube used,Hydrogen-Borrowing and Interrupted-Hydrogen-Borrowing Reactions of,"Shen, Di; Poole, Darren L.; Shotton, Camilla C.; Kornahrens, Anne F.;","Angewandte Chemie, International Edition (2015), 54(5), 1642-1645","['603-35-0', '12112-67-3']",,,,,
COC(=O)C1=NOc2ccc(C(F)(F)F)cc2C1,C=C1C=C(C(F)(F)F)C=CC1=O,COC(=O)C1=NOc2ccc(C(F)(F)F)cc2C1>>C=C1C=C(C(F)(F)F)C=CC1=O,1000847-62-0,1000847-70-0,31-614-CAS-28892680,1,1,100,,108-88-3,Retro-Diels-Alder reaction,"Retro-Diels-Alder Reaction of 4H-1,2-Benzoxazines to Generate o-Quinone","Sugimoto, Hiromichi; Nakamura, Satoshi; Ohwada, Tomohiko","Journal of Organic Chemistry (2007), 72(26), 10088-10095",,General/Typical Procedure: Diels-Alder Reactions of o-Quinone Methides,,,,
CN(C)c1ccc(C=O)cc1,[2H]Oc1ccc(N(C)C)cc1,CN(C)c1ccc(C=O)cc1>>[2H]Oc1ccc(N(C)C)cc1,100-10-7,1350893-32-1,31-454-CAS-14249399,1,1,100,13774-81-7,811-98-3,NMR tube used,Ammonia borane as a metal free reductant for ketones and aldehydes: a,"Yang, Xianghua; Fox, Thomas; Berke, Heinz","Tetrahedron (2011), 67(37), 7121-7127",,,,,,
C=O,COc1ccc(C(C)=O)cc1.c1ccc(CC2CCNCC2)cc1.COc1ccc(C(=O)C(CN2CCC(Cc3ccccc3)CC2)CN2CCC(Cc3ccccc3)CC2)cc1,C=O>>COc1ccc(C(C)=O)cc1.c1ccc(CC2CCNCC2)cc1.COc1ccc(C(=O)C(CN2CCC(Cc3ccccc3)CC2)CN2CCC(Cc3ccccc3)CC2)cc1,"['50-00-0', '100-06-1', '31252-42-3']",1037020-22-6,31-315-CAS-2940019,1,1,100,,"['64-17-5', '7732-18-5']",Mannich reaction,Reactive derivatives for affinity labeling in the ifenprodil site of NMDA,"Alarcon, Karine; Martz, Adeline; Mony, Laetitia; Neyton, Jacques;","Bioorganic & Medicinal Chemistry Letters (2008), 18(9), 2765-2770",7647-01-0,,,,,
C1CCN(C2CCNCC2)C1,O=C(Oc1ccc([N+](=O)[O-])cc1)OC1([C@H]2CCC[C@@H](c3cccc(F)c3)N2S(=O)(=O)c2ccc(F)cc2Cl)CC1.O=C(OC1([C@H]2CCC[C@@H](c3cccc(F)c3)N2S(=O)(=O)c2ccc(F)cc2Cl)CC1)N1CCC(N2CCCC2)CC1,C1CCN(C2CCNCC2)C1>>O=C(Oc1ccc([N+](=O)[O-])cc1)OC1([C@H]2CCC[C@@H](c3cccc(F)c3)N2S(=O)(=O)c2ccc(F)cc2Cl)CC1.O=C(OC1([C@H]2CCC[C@@H](c3cccc(F)c3)N2S(=O)(=O)c2ccc(F)cc2Cl)CC1)N1CCC(N2CCCC2)CC1,"['5004-07-9', '1000811-11-9']",1000809-93-7,31-368-CAS-2555458,1,2,100,"['100-52-7', '505097-38-1']","['67-56-1', '107-06-2']","combinatorial, solid-supported reagent, PS-NCO resin and PS-benzaldehyde",Solution-Phase Parallel Synthesis of Carbamates as γ-Secretase Inhibitors,"Vaccaro, Henry A.; Zhao, Zhiqiang; Clader, John W.; Song, Lixin;","Journal of Combinatorial Chemistry (2008), 10(1), 56-62",,General/Typical Procedure: Synthesis of Library 3. Set-up of Reactions.:,polystyrene supported,,,
CC1(C)Cc2nc(N3CCOc4ccc(Br)cc43)sc2C(=O)N1,COCC(O)Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1.COCC(O)Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,CC1(C)Cc2nc(N3CCOc4ccc(Br)cc43)sc2C(=O)N1>>COCC(O)Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1.COCC(O)Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,"['1000793-42-9', '1000801-77-3']",1000796-46-2,31-179-CAS-7431019,1,1,100,"['1643-19-2', '7778-53-2']","['110-71-4', '7732-18-5']",Suzuki coupling,Preparation of fused bicyclic thiazole and thiophene derivatives as,"Kinsella, Natasha; Lowe, Christopher; Morgan, Trevor; Perry, Benjamin","World Intellectual Property Organization, WO2009071895 A1 2009-06-11",14221-01-3,INTERMEDIATE 20,,,,
CCOC(C)=N,CCOC(C)=S,CCOC(C)=N>>CCOC(C)=S,1000-84-6,926-67-0,31-614-CAS-29095678,1,1,100,7783-06-4,67-56-1,cation exchange resin,A facile and concise synthesis of 2-alkyl- and,"Couture, Axel; Grandclaudon, Pierre; Huguerre, Eric","Synthesis (1989), (6), 456-7",,General/Typical Procedure: The thiocarboxylates 2a-g are prepared in the,,,,
O=[N+]([O-])c1ccc(O)cc1,NC1CCC(O)CC1,O=[N+]([O-])c1ccc(O)cc1>>NC1CCC(O)CC1,100-02-7,6850-65-3,31-614-CAS-44100606,1,1,100,1333-74-0,64-17-5,"high pressure, solid-supported catalyst, silica/zeolite nanosphere",Sequential hydrogenation enhanced by bidirectional hydrogen spillover,"Wang, Shuai; Gao, Daowei; Wang, Rongyao; Wang, Yong; Lv, Yipin; Song,","AIChE Journal (2025), 71(5), e18764","['7440-06-4', '7440-18-8']",,,micro-mesoporous zeolite-supported,,
O=[N+]([O-])c1ccc(O)cc1,NC1CCC(O)CC1,O=[N+]([O-])c1ccc(O)cc1>>NC1CCC(O)CC1,100-02-7,6850-65-3,31-614-CAS-35736729,1,1,100,1333-74-0,109-99-9,"high pressure, solid-supported catalyst, air-exfoliated carbon nitride",Sequential hydrogenation of nitroaromatics to alicyclic amines via,"Wu, Jiale; Wang, Liguo; Xu, Shuang; Cao, Yan; Han, Ziqiang; Li, Huiquan","RSC Advances (2023), 13(3), 2024-2035","['7440-05-3', '7440-18-8', '143334-20-7']",,,,,
NCc1ccc(Cl)c(Cl)c1,CCOC(=O)Cn1cccc(NC(=O)c2ccccc2)c1=O.O=C(Cn1cccc(NC(=O)c2ccccc2)c1=O)NCc1ccc(Cl)c(Cl)c1,NCc1ccc(Cl)c(Cl)c1>>CCOC(=O)Cn1cccc(NC(=O)c2ccccc2)c1=O.O=C(Cn1cccc(NC(=O)c2ccccc2)c1=O)NCc1ccc(Cl)c(Cl)c1,"['102-49-8', '1000693-06-0']",1177500-08-1,31-368-CAS-12246846,1,1,100,,,amine also used as solvent,Glycogen phosphorylase inhibitory effects of,"Karis, N. David; Loughlin, Wendy A.; Jenkins, Ian D.; Healy, Peter C.","Bioorganic & Medicinal Chemistry (2009), 17(13), 4724-4733",,,,,,
CC(=O)OC(C)=O,COc1ccc(CSc2ccc3c(c2)nc(C(C)(C)C)n3CC2CCNCC2)cc1.COc1ccc(CSc2ccc3c(c2)nc(C(C)(C)C)n3CC2CCN(C(C)=O)CC2)cc1,CC(=O)OC(C)=O>>COc1ccc(CSc2ccc3c(c2)nc(C(C)(C)C)n3CC2CCNCC2)cc1.COc1ccc(CSc2ccc3c(c2)nc(C(C)(C)C)n3CC2CCN(C(C)=O)CC2)cc1,"['108-24-7', '1001077-01-5']",1001077-02-6,31-366-CAS-12787794,1,1,100,,109-99-9,82-100% yield,5-Sulfonyl-benzimidazoles as selective CB2 agonists - Part 2,"Gijsen, Harrie J. M.; De Cleyn, Michel A. J.; Surkyn, Michel; Van Lommen,","Bioorganic & Medicinal Chemistry Letters (2012), 22(1), 547-552",,,,,,
