Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:EXP_PROC,RXN:PRO:AMD,RXN:VAR:CAT:AMD,RXN:VAR:SOL:AMD,RXN:RCT:AMD,RXN:VAR:RGT:AMD
C1CCOC1,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F.CC(C)(C)c1cc2c(c(C(C)(C)C)c1)[O-][Ti+4]13([CH3-])([CH3-])[O-]c4c(cc(C(C)(C)C)cc4C(C)(C)C)[S]1CC[S]23.CC(C)(C)c1cc2c(c(C(C)(C)C)c1)[O-][Ti+4]13([CH3-])(O4CCCC4)(O4CCCC4)[O-]c4c(cc(C(C)(C)C)cc4C(C)(C)C)[S]1CC[S]23.[CH3-][B+3]([C-]1=C(F)C(F)=C(F)C(F)=C1F)([C-]1=C(F)C(F)=C(F)C(F)=C1F)[C-]1=C(F)C(F)=C(F)C(F)=C1F,C1CCOC1>>Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F.CC(C)(C)c1cc2c(c(C(C)(C)C)c1)[O-][Ti+4]13([CH3-])([CH3-])[O-]c4c(cc(C(C)(C)C)cc4C(C)(C)C)[S]1CC[S]23.CC(C)(C)c1cc2c(c(C(C)(C)C)c1)[O-][Ti+4]13([CH3-])(O4CCCC4)(O4CCCC4)[O-]c4c(cc(C(C)(C)C)cc4C(C)(C)C)[S]1CC[S]23.[CH3-][B+3]([C-]1=C(F)C(F)=C(F)C(F)=C1F)([C-]1=C(F)C(F)=C(F)C(F)=C1F)[C-]1=C(F)C(F)=C(F)C(F)=C1F,"['109-99-9', '1109-15-5', '1001908-46-8']",1001908-54-8,31-614-CAS-26474294,1,1,100,,1665-00-5,sealed tube used,Regioselective 1-hexene oligomerization using cationic bis(phenolato),"Lian, Bing; Beckerle, Klaus; Spaniol, Thomas P.; Okuda, Jun","Angewandte Chemie, International Edition (2007), 46(44), 8507-8510",,,,,,,
C=COC(C)=O,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(C[C@H](O)CC3)C[C@@H](C)[C@@]21[H].[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(C[C@H](OC(C)=O)CC3)C[C@@H](C)[C@@]21[H],C=COC(C)=O>>[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(C[C@H](O)CC3)C[C@@H](C)[C@@]21[H].[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(C[C@H](OC(C)=O)CC3)C[C@@H](C)[C@@]21[H],"['108-05-4', '100239-44-9']",500019-09-0,31-357-CAS-5531715,1,1,100,100239-45-0,108-88-3,"biotransformation, enzymic, regioselective, Candida antarctica lipase B",A practical chemoenzymatic approach to the synthesis of 3-hydroxy,"Ferraboschi, Patrizia; Colombo, Diego; Reza-Elahi, Shahrzad","Tetrahedron: Asymmetry (2002), 13(23), 2583-2586",9001-62-1,,,,,,
Brc1cccs1,CCOC(=O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].O=Cc1ccc(B(O)O)cc1.CCOC(=O)C=Cc1cccc(-c2cccs2)c1,Brc1cccs1>>CCOC(=O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].O=Cc1ccc(B(O)O)cc1.CCOC(=O)C=Cc1cccc(-c2cccs2)c1,"['1003-09-4', '1530-45-6', '87199-17-5']",885605-29-8,31-339-CAS-3871013,1,1,100,497-19-8,"['60-29-7', '110-54-3', '7732-18-5']","stereoselective, ultrasound, 96:4 E:Z, Suzuki coupling, Wittig",One-pot Wittig olefination-Suzuki reaction-the compatibility of,"Thiemann, Thies; Watanabe, Masataka; Tanaka, Yasuko; Mataka, Shuntaro","New Journal of Chemistry (2006), 30(3), 359-369","['3375-31-3', '14221-01-3']",,,,,,
O=C(Cl)c1ccc(C(=O)Cl)cc1,Cc1cc(C)cc(C)c1.Cc1cc(C)c(C(=O)c2ccc(C(=O)c3c(C)cc(C)cc3C)cc2)c(C)c1,O=C(Cl)c1ccc(C(=O)Cl)cc1>>Cc1cc(C)cc(C)c1.Cc1cc(C)c(C(=O)c2ccc(C(=O)c3c(C)cc(C)cc3C)cc2)c(C)c1,"['100-20-9', '108-67-8']",40777-50-2,31-091-CAS-10690213,1,1,100,,7732-18-5,"at lower stoichiometries, mono-benzoylation also occurs",Acylation of aromatic compounds,"Baudry, Barbier Denise; Dormond, Alain; Richard, Stephanie; Bouazza,","France, FR2768728 A1 1999-03-26",7791-26-6,,,,,,
NC1CCCC1,O=C1OC(=O)c2cc(O)ccc21.O=C1c2ccc(O)cc2C(=O)N1C1CCCC1,NC1CCCC1>>O=C1OC(=O)c2cc(O)ccc21.O=C1c2ccc(O)cc2C(=O)N1C1CCCC1,"['1003-03-8', '27550-59-0']",109803-71-6,31-366-CAS-4001083,1,1,100,,108-88-3,mol. sieves used,Design and synthesis of an orally active metabotropic glutamate receptor,"Dhanya, Raveendra-Panickar; Sidique, Shyama; Sheffler, Douglas J.;","Journal of Medicinal Chemistry (2011), 54(1), 342-353",,General Procedure for the Synthesis of Thalimide Derivatives (5a-k).,,,,,
CC(=O)N(C=C1Sc2ccccc2C1=O)c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,CC(=O)Oc1c(C=Nc2ccc3c(c2)OCCOCCOc2ccccc2OCCOCCO3)sc2ccccc12,CC(=O)N(C=C1Sc2ccccc2C1=O)c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2>>CC(=O)Oc1c(C=Nc2ccc3c(c2)OCCOCCOc2ccccc2OCCOCCO3)sc2ccccc12,1003011-77-5,1003011-83-3,31-614-CAS-29784828,1,1,100,,75-05-8,"photochemical, high-pressure mercury lamp used",Photochromic crown-containing molecular switches of chemosensor activity,"Bren, Vladimir A.; Dubonosov, Alexander D.; Minkin, Vladimir I.;","Journal of Physical Organic Chemistry (2007), 20(11), 917-928",,,,,complexes with Ba or Ca ions,,
COC[C@H](C)Oc1cc(OCCc2cccc(F)c2)cc(C(=O)OC)c1,COC[C@H](C)Oc1cc(OCCc2cccc(F)c2)cc(C(=O)O)c1,COC[C@H](C)Oc1cc(OCCc2cccc(F)c2)cc(C(=O)OC)c1>>COC[C@H](C)Oc1cc(OCCc2cccc(F)c2)cc(C(=O)O)c1,1001420-46-7,1001420-47-8,31-352-CAS-4184249,1,2,100,"['1310-65-2', '7647-01-0']","['109-99-9', '7732-18-5']",incremental addition of LiOH in stage 1,Novel N-heterocyclic phosphonates and phosphinates as glucokinase,"Ryono, Dennis E.; Cheng, Peter T. W.; Bolton, Scott A.; Chen, Sean S.;","World Intellectual Property Organization, WO2008005964 A2 2008-01-10",,To a solution of Part A compound (0.100 g; 0.27 mmol) in THF (2.23 mL),,,,,
C[P](C)(C)[Co+2]12([P](C)(C)C)(O=CC3=CC=C[N-]31)O=CC1=CC=C[N-]12,C[P](C)(C)[Co+3]12([P](C)(C)C)(O=CC3=CC=C[N-]31)O=CC1=CC=C[N-]12.[Br-],C[P](C)(C)[Co+2]12([P](C)(C)C)(O=CC3=CC=C[N-]31)O=CC1=CC=C[N-]12>>C[P](C)(C)[Co+3]12([P](C)(C)C)(O=CC3=CC=C[N-]31)O=CC1=CC=C[N-]12.[Br-],1001416-97-2,2215961-25-2,31-614-CAS-28343918,1,1,100,23877-12-5,108-88-3,Schlenk tube used,Bis(formylpyrrolyl) cobalt complexes as mediators in the,"Cruz, Tiago F. C.; Machado, Pedro M. M.; Gomes, Clara S. B.; Ascenso,","New Journal of Chemistry (2018), 42(8), 5900-5913",,,,,,,
CO,COc1ccc([N+](=O)[O-])cc1.COc1ccc(N)cc1.[C-]#[O+].COC(=O)Nc1ccc(OC)cc1,CO>>COc1ccc([N+](=O)[O-])cc1.COc1ccc(N)cc1.[C-]#[O+].COC(=O)Nc1ccc(OC)cc1,"['67-56-1', '100-17-4', '104-94-9', '630-08-0']",14803-72-6,31-167-CAS-21052781,1,1,100,,67-56-1,"high pressure, solid-supported catalyst, thermal, supported on CeO2,",CuSe2/CeO2 as a novel heterogeneous catalyst for reductive carbonylation,"Tran, Anh Vy; Nguyen, Thanh Tung; Lee, Hye Jin; Bae, Se Won; Baek,","Applied Catalysis, A: General (2019), 587117245pp.",12054-10-3,,,,,,
COC(=O)N=NC(=O)OC,O=c1cccccc1OCc1ccccc1F.COC(=O)N1C2C=CC(=O)C(OCc3ccccc3F)(C=C2)N1C(=O)OC,COC(=O)N=NC(=O)OC>>O=c1cccccc1OCc1ccccc1F.COC(=O)N1C2C=CC(=O)C(OCc3ccccc3F)(C=C2)N1C(=O)OC,"['2446-84-6', '1002736-87-9']",1002736-94-8,31-290-CAS-14527462,1,1,100,,108-88-3,"regioselective, stereoselective, hetero Diels-Alder reaction condition",Synthesis and in vitro protozoocidal evaluation of novel diazabicyclic,"Khrizman, Alexander; Slack, Rachel D.; Remsing, Richard C.; Little,","Archiv der Pharmazie (Weinheim, Germany) (2007), 340(11), 569-576",,,,,,,
O=C(O)c1ccc(C(=O)O)cc1,O=C(O)[C@H]1CC[C@@H](C(=O)O)CC1,O=C(O)c1ccc(C(=O)O)cc1>>O=C(O)[C@H]1CC[C@@H](C(=O)O)CC1,100-21-0,619-81-8,31-243-CAS-22760667,1,1,100,1333-74-0,7732-18-5,"high pressure, solid-supported catalyst, mixture ratio 86:14, supported",Catalyst for hydrogenation of terephthalic acid and its ester,"Zhang, Xueqin; Mao, Cong","China, CN111302929 A 2020-06-19","['7631-86-9', '10049-08-8']",,,,,,
O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F,COC(=O)C(N)C(C)C.Cl.NC1CCCC1.CC(C)c1nc2cc(NC3CCCC3)c(N)cc2[nH]c1=O,O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F>>COC(=O)C(N)C(C)C.Cl.NC1CCCC1.CC(C)c1nc2cc(NC3CCCC3)c(N)cc2[nH]c1=O,"['327-92-4', '5619-05-6', '1003-03-8']",697286-27-4,31-172-CAS-8066326,1,3,100,"['7087-68-5', '540-69-2', '7664-93-9']","['109-99-9', '64-17-5', '7732-18-5']",parallel soln. phase synthesis,Parallel Approach for Solution-Phase Synthesis of 2-Quinoxalinol,"Zhang, Liang; Liu, Gang; Zhang, Suo-De; Yang, Hong-Zhen; Li, Li; Wu,","Journal of Combinatorial Chemistry (2004), 6(3), 431-436",697285-73-7,General/Typical Procedure: General Procedure for the Synthesis of,,,,,
CCOc1ccc([N+](=O)[O-])cc1,CCOc1ccc(N)cc1.Cl,CCOc1ccc([N+](=O)[O-])cc1>>CCOc1ccc(N)cc1.Cl,100-29-8,637-56-9,31-522-CAS-4658986,1,1,100,"['1333-74-0', '7647-01-0']",67-63-0,"Raney nickel used, alternate catalyst (tin chloride) gave lower yield","Synthesis, mesomorphic and dielectric properties of","Kuvshinova, S. A.; Burmistrov, V. A.; Novikov, I. V.; Litov, K. M.;","Russian Journal of Organic Chemistry (2014), 50(5), 615-620",7440-02-0,General/Typical Procedure: 4-Alkoxyanilines were obtained by,,,,,
[H][C@@]12CC=C3C[C@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCCC(C)C,CCCCCC/C=C/CCCCCCCC(=O)OC.[H][C@@]12CC=C3C[C@@H](OC(=O)CCCCCCC/C=C\CCCCCC)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCCC(C)C,[H][C@@]12CC=C3C[C@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCCC(C)C>>CCCCCC/C=C/CCCCCCCC(=O)OC.[H][C@@]12CC=C3C[C@@H](OC(=O)CCCCCCC/C=C\CCCCCC)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCCC(C)C,"['474-77-1', '10030-74-7']",16711-66-3,31-357-CAS-11010615,1,1,100,124-41-4,71-43-2,Classification: O-Acylation; # Conditions: NaOMe benzene; # Comments:,"Simple method of preparing alcohol acetates, wax esters, and cholesterol","Phillips, Frederick C.; Viswanathan, Chittur V.","Lipids (1967), 2(5), 437-8",,,,,,,
Brc1cccs1,c1csc([SiH](c2cccs2)c2cccs2)c1,Brc1cccs1>>c1csc([SiH](c2cccs2)c2cccs2)c1,1003-09-4,17950-97-9,31-614-CAS-28309810,1,3,100,"['7439-95-4', '10025-78-2', '28308-00-1', '7732-18-5']",109-99-9,Grignard reaction in stage 1,Palladium-catalyzed reaction of γ-silylated allyl acetates proceeding,"Horino, Yoshikazu; Ishibashi, Mayo; Nakasai, Kosuke; Korenaga, Toshinobu","Tetrahedron (2020), 76(40), 131493",,,,,,,
O=C(O)c1ccc(F)c([N+](=O)[O-])c1,CCCCNc1ccc(C(=O)O)cc1N.NC1CCCC1.CCCCn1c(-c2ccc(NC3CCCC3)c([N+](=O)[O-])c2)nc2cc(C(=O)O)ccc21,O=C(O)c1ccc(F)c([N+](=O)[O-])c1>>CCCCNc1ccc(C(=O)O)cc1N.NC1CCCC1.CCCCn1c(-c2ccc(NC3CCCC3)c([N+](=O)[O-])c2)nc2cc(C(=O)O)ccc21,"['453-71-4', '120337-90-8', '1003-03-8']",1332365-25-9,31-172-CAS-6721189,1,3,100,"['538-75-0', '7487-88-9']","['75-09-2', '107-06-2']","microwave irradiation ((stages 1), solid-supported reaction (PEG 4000",Microwave assisted straightforward synthetic method for benzimidazole,"Chou, Cheng-Ting; Yellol, Gorakh S.; Chang, Wong-Jin; Sun, Mei-Lian; Sun,","Tetrahedron (2011), 67(11), 2110-2117","['1122-58-3', '76-05-1']",,PEG 4000-supported,,,PEG 4000-supported,
NC1CCCC1,Cc1noc(C)c1-c1cc(S(=O)(=O)Cl)c2cccnc2c1.Cc1noc(C)c1-c1cc(S(=O)(=O)NC2CCCC2)c2cccnc2c1,NC1CCCC1>>Cc1noc(C)c1-c1cc(S(=O)(=O)Cl)c2cccnc2c1.Cc1noc(C)c1-c1cc(S(=O)(=O)NC2CCCC2)c2cccnc2c1,"['1003-03-8', '1778705-40-0']",1778704-40-7,31-393-CAS-20270635,1,1,100,,,no experimental detail,"Structure-guided discovery of a novel, potent, and orally bioavailable","Sperandio, David; Aktoudianakis, Vangelis; Babaoglu, Kerim; Chen, Xiaowu;","Bioorganic & Medicinal Chemistry (2019), 27(3), 457-469",,,,,,,
O=C(O)c1ccc(C(=O)O)cc1,N[C@@H](Cc1ccccc1)C(=O)NNC(=O)[C@@H](N)Cc1ccccc1.O=C(O)C(F)(F)F.O=C([O-])c1ccc(C(=O)[O-][Cu+2]23[NH2]C(Cc4ccccc4)C(=O)[N-]2[N-]2C(=O3)C(Cc3ccccc3)[NH2][Cu+2]23[NH2]C(Cc2ccccc2)C2=O[Cu+2]4[NH2]C(Cc5ccccc5)C(=O)[N-]4[N-]23)cc1,O=C(O)c1ccc(C(=O)O)cc1>>N[C@@H](Cc1ccccc1)C(=O)NNC(=O)[C@@H](N)Cc1ccccc1.O=C(O)C(F)(F)F.O=C([O-])c1ccc(C(=O)[O-][Cu+2]23[NH2]C(Cc4ccccc4)C(=O)[N-]2[N-]2C(=O3)C(Cc3ccccc3)[NH2][Cu+2]23[NH2]C(Cc2ccccc2)C2=O[Cu+2]4[NH2]C(Cc5ccccc5)C(=O)[N-]4[N-]23)cc1,"['100-21-0', '1620446-43-6']",2762867-94-5,31-614-CAS-31772876,1,1,100,"['3251-23-8', '7664-41-7']","['64-17-5', '7732-18-5']",solvothermal,Room temperature ferroelectric copper(II) coordination polymers based on,"Puskaric, Andreas; Dunatov, Marko; Jeric, Ivanka; Sabljic, Igor; Andros","New Journal of Chemistry (2022), 46(7), 3504-3511",,,,,,,
CC(C)(C)C(=O)Nc1ncc(C(F)(F)F)cc1I,Nc1ncc(C(F)(F)F)cc1I,CC(C)(C)C(=O)Nc1ncc(C(F)(F)F)cc1I>>Nc1ncc(C(F)(F)F)cc1I,1002916-67-7,211308-82-6,31-353-CAS-4957335,1,3,100,"['7664-93-9', '1310-73-2', '144-55-8']",7732-18-5,second stage quench third stage neutralization,Preparation of spirocyclic azaindole derivatives with affinity for opioid,"Zemolka, Saskia; Schunk, Stefan; Bergrath, Ellen; Koegel, Babette-Yvonne;","World Intellectual Property Organization, WO2008009416 A1 2008-01-24",,3-Iodo-5-(trifluoromethyl)pyridin-2-amine.,,,,,
C=CCCCCCCCCCC(C#N)(CCCC)CCCCCCCCCC=C,C=CCCCCCCCCCC(CCCC)CCCCCCCCCC=C,C=CCCCCCCCCCC(C#N)(CCCC)CCCCCCCCCC=C>>C=CCCCCCCCCCC(CCCC)CCCCCCCCCC=C,1001846-18-9,918442-42-9,31-162-CAS-731043,1,1,100,"['75-65-0', '680-31-9', '7440-09-7']",60-29-7,literature preparation,Precisely and Irregularly Sequenced Ethylene/1-Hexene Copolymers: A,"Rojas, Giovanni; Wagener, Kenneth B.","Macromolecules (Washington, DC, United States) (2009), 42(6), 1934-1947",,Decyanation of nitriles 3a and 3b is achieved by transferring one,,,,,
CCOC(=O)CNC(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)O,CCOC(=O)CNC(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)O,1001556-16-6,120893-72-3,31-352-CAS-7845690,1,2,100,11114-15-1,67-56-1,IRC 50 Dowex used,Lipophilic Peptides for Gene Delivery,"Prata, Carla A. H.; Zhang, Xiao-Xiang; Luo, Dan; McIntosh, Thomas J.;","Bioconjugate Chemistry (2008), 19(2), 418-420",124-41-4,BocLys(Boc)-Gly-OH (13) : A catalytic amount of NaOMe was added to a,,,,,
O=S(=O)(Cl)c1ccc(COc2ccccc2)cc1,NS(=O)(=O)c1ccc(COc2ccccc2)cc1,O=S(=O)(Cl)c1ccc(COc2ccccc2)cc1>>NS(=O)(=O)c1ccc(COc2ccccc2)cc1,1002727-89-0,1326777-34-7,31-393-CAS-2687720,1,1,100,1336-21-6,7732-18-5,key intermediate,SAR by Interligand Nuclear Overhauser Effects (ILOEs) Based Discovery of,"Rega, Michele F.; Wu, Bainan; Wei, Jun; Zhang, Ziming; Cellitti, Jason","Journal of Medicinal Chemistry (2011), 54(17), 6000-6013",,"Acylsulfonamide formation Appropriate sulfonyl chloride, commercially",,,,,
COc1cnc2ccc(C(C)C(=O)OC(C)(C)C)cc2c1,COc1cnc2ccc(C(C)C(=O)O)cc2c1.Cl,COc1cnc2ccc(C(C)C(=O)OC(C)(C)C)cc2c1>>COc1cnc2ccc(C(C)C(=O)O)cc2c1.Cl,1002310-24-8,1151801-23-8,31-352-CAS-2506402,1,1,100,7647-01-0,141-78-6,"reaction in a sealed vessel, HCl gas used",Fused heterocyclic derivatives as HGF modulators and their preparation,"Albrecht, Brian K.; Bauer, David; Bellon, Steven; Bode, Christiane M.;","United States, US20090318436 A1 2009-12-24",,2-(3-methoxyquinolin-6-yl)propanoic Acid Hydrochloride Tert-butyl,,,,,
COc1cnc2ccc(C(C)C(=O)OC(C)(C)C)cc2c1,COc1cnc2ccc(C(C)C(=O)O)cc2c1.Cl,COc1cnc2ccc(C(C)C(=O)OC(C)(C)C)cc2c1>>COc1cnc2ccc(C(C)C(=O)O)cc2c1.Cl,1002310-24-8,1151801-23-8,31-352-CAS-13031448,1,1,100,7647-01-0,141-78-6,HCl gas used,Fused heterocyclic derivatives as HGF modulators and their preparation,"Albrecht, Brian K.; Bauer, David; Bellon, Steven; Bode, Christiane M.;","World Intellectual Property Organization, WO2009091374 A2 2009-07-23",,2-(3-methoxyquinolin-6-yl)propanoic acid hydrochloride Tert-butyl,,,,,
C=CCc1c(F)ccc2ncc(OC)nc12,COc1cnc2ccc(F)c(CC(O)CO)c2n1,C=CCc1c(F)ccc2ncc(OC)nc12>>COc1cnc2ccc(F)c(CC(O)CO)c2n1,1001322-90-2,1001322-91-3,31-277-CAS-314610,1,2,100,"['7732-18-5', '7757-83-7']",75-65-0,incremental addition of catalyst in stage 1,Preparation of azatricyclic compounds for the treatment of bacterial,"Brooks, Gerald; Miles, Timothy James; Pearson, Neil David","World Intellectual Property Organization, WO2008003690 A1 2008-01-10","['148618-32-0', '153130-59-7']","(k) (2R/S)-3-[6-Fluoro-3-(methyloxy)-5-quinoxalinyl]-1,2-propanediol. To",,,,,
OB(O)c1ccccc1,CC(=O)SCc1cc(CSC(C)=O)cc(-c2ccc(Br)cc2)c1.CC(=O)SCc1cc(CSC(C)=O)cc(-c2ccc(-c3ccccc3)cc2)c1,OB(O)c1ccccc1>>CC(=O)SCc1cc(CSC(C)=O)cc(-c2ccc(Br)cc2)c1.CC(=O)SCc1cc(CSC(C)=O)cc(-c2ccc(-c3ccccc3)cc2)c1,"['98-80-6', '1002327-84-5']",1002327-88-9,31-179-CAS-3528420,1,1,100,7778-53-2,108-88-3,Schlenk tube used,Mono/bidentate thiol oligoarylene-based self-assembled monolayers (SAMs),"Casalini, Stefano; Leonardi, Francesca; Bortolotti, Carlo A.; Operamolla,","Journal of Materials Chemistry (2012), 22(24), 12155-12163","['3375-31-3', '657408-07-6']",,,,,,
OB(O)c1ccccc1,CC(=O)SCc1cc(CSC(C)=O)cc(-c2ccc(Br)cc2)c1.CC(=O)SCc1cc(CSC(C)=O)cc(-c2ccc(-c3ccccc3)cc2)c1,OB(O)c1ccccc1>>CC(=O)SCc1cc(CSC(C)=O)cc(-c2ccc(Br)cc2)c1.CC(=O)SCc1cc(CSC(C)=O)cc(-c2ccc(-c3ccccc3)cc2)c1,"['98-80-6', '1002327-84-5']",1002327-88-9,31-179-CAS-10479179,1,1,100,7778-53-2,108-88-3,Suzuki coupling,Synthesis of S-Acetyl Oligoarylenedithiols via Suzuki-Miyaura,"Operamolla, Alessandra; Omar, Omar Hassan; Babudri, Francesco; Farinola,","Journal of Organic Chemistry (2007), 72(26), 10272-10275","['3375-31-3', '657408-07-6']",General/Typical Procedure: Representative Procedure for the Synthesis of,,,,,
[C-]#[O+],Brc1cccs1.C=Cc1cccc(B(O)O)c1.C=Cc1ccc(C(=O)c2cccs2)cc1,[C-]#[O+]>>Brc1cccs1.C=Cc1cccc(B(O)O)c1.C=Cc1ccc(C(=O)c2cccs2)cc1,"['630-08-0', '1003-09-4', '15016-43-0']",79204-44-7,31-614-CAS-27638473,1,2,100,110-18-9,108-88-3,Schlenk technique used,"An efficient and practical sequential one-pot synthesis of suprofen,","Neumann, Helfried; Brennfuehrer, Anne; Beller, Matthias","Advanced Synthesis & Catalysis (2008), 350(14+15), 2437-2442","['3375-31-3', '321921-71-5']",,,,,,
O=C(Nc1ccccc1C(=O)O)c1ccccc1,NC1CCCC1.O=C(Nc1ccccc1C(=O)NC1CCCC1)c1ccccc1,O=C(Nc1ccccc1C(=O)O)c1ccccc1>>NC1CCCC1.O=C(Nc1ccccc1C(=O)NC1CCCC1)c1ccccc1,"['579-93-1', '1003-03-8']",713491-09-9,31-367-CAS-11222525,1,1,100,"['121-44-8', '2592-95-2', '25952-53-8']",68-12-2,"combinatorial, high-throughput library synthesis used, parallel synthesis",Further Development of a Robust Workup Process for Solution-Phase,"Kuroda, Noritaka; Hird, Nick; Cork, David G.","Journal of Combinatorial Chemistry (2006), 8(4), 505-512",1122-58-3,General/Typical Procedure: Library Synthesis Library synthesis was,,,,,
Cc1ccc(S(=O)(=O)N2CCN(c3c(C)cc(C)cc3C)CC2)cc1,Cc1cc(C)c(N2CCNCC2)c(C)c1,Cc1ccc(S(=O)(=O)N2CCN(c3c(C)cc(C)cc3C)CC2)cc1>>Cc1cc(C)c(N2CCNCC2)c(C)c1,100239-86-9,91904-13-1,31-391-CAS-2467696,1,2,100,"['7664-93-9', '1310-73-2']",7732-18-5,conc. sulfuric acid also used as solvent stage 1,Iron-Catalyzed Oxidative C(3)-H Functionalization of Amines,"Takasu, Noriaki; Oisaki, Kounosuke; Kanai, Motomu","Organic Letters (2013), 15(8), 1918-1921",,"1-mesitylpiperazine (S20) A solution of S19 (8.96 g, 25 mmol) in conc.",,,,,
CCCC[N+](CCCC)(CCCC)CC(=O)OCC.[Br-],CCCC[N+](CCCC)(CCCC)CC(=O)[O-],CCCC[N+](CCCC)(CCCC)CC(=O)OCC.[Br-]>>CCCC[N+](CCCC)(CCCC)CC(=O)[O-],1002319-54-1,6288-39-7,31-352-CAS-5596192,1,1,100,131015-30-0,7732-18-5,ion exchange chromatography,Structural effect of synthetic zwitterionic cosolutes on the stability of,"Koumoto, Kazuya; Ochiai, Hirofumi; Sugimoto, Naoki","Tetrahedron (2008), 64(1), 168-174",,,,,,,
COC[C@H](C)Oc1cc(O[C@@H](C)COC)cc(C(=O)OC)c1,COC[C@H](C)Oc1cc(O[C@@H](C)COC)cc(C(=O)O)c1,COC[C@H](C)Oc1cc(O[C@@H](C)COC)cc(C(=O)OC)c1>>COC[C@H](C)Oc1cc(O[C@@H](C)COC)cc(C(=O)O)c1,1001420-78-5,1001420-79-6,31-352-CAS-7994983,1,2,100,"['1310-65-2', '7647-01-0']","['109-99-9', '7732-18-5']",incremental addition of LiOH in stage 1,Novel N-heterocyclic phosphonates and phosphinates as glucokinase,"Ryono, Dennis E.; Cheng, Peter T. W.; Bolton, Scott A.; Chen, Sean S.;","World Intellectual Property Organization, WO2008005964 A2 2008-01-10",,To a solution of Part A compound (0.080 g; 0.257 mmol) in THF (2.13 mL),,,,,
Brc1cccs1,C#Cc1ccc2cc(OC)ccc2c1.COc1ccc2cc(C#Cc3cccs3)ccc2c1,Brc1cccs1>>C#Cc1ccc2cc(OC)ccc2c1.COc1ccc2cc(C#Cc3cccs3)ccc2c1,"['1003-09-4', '129113-00-4']",1191900-26-1,31-180-CAS-4112726,1,2,100,"['7778-53-2', '7732-18-5']","['107-21-1', '123-91-1']","Teflon screw capped Schlenk tube used, Sonogashira coupling, alternative","Highly convenient, clean, fast, and reliable Sonogashira coupling","Bolliger, Jeanne L.; Frech, Christian M.","Advanced Synthesis & Catalysis (2009), 351(6), 891-902",955035-37-7,,,,,,
O=C(O)c1ccc(C(=O)O)cc1,O=[Bi+][O-]C(=O)c1ccc(C(=O)[O-][Bi+]=O)cc1,O=C(O)c1ccc(C(=O)O)cc1>>O=[Bi+][O-]C(=O)c1ccc(C(=O)[O-][Bi+]=O)cc1,100-21-0,1269413-43-5,31-562-CAS-3386411,1,1,100,10035-06-0,7732-18-5,"thermal, sealed Teflon-lined bomb used, yield based on bismuth",New 3D bismuth-oxo coordination polymers containing terephthalate-based,"Wibowo, Arief C.; Smith, Mark D.; zur Loye, Hans-Conrad","CrystEngComm (2011), 13(2), 426-429",,,,,,,
