Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:CAT:AMD,RXN:PRO:AMD,RXN:VAR:RGT:AMD
O=[N+]([O-])c1ccc(Cl)cc1,c1scc2c1OCCO2.O=[N+]([O-])c1ccc(-c2sc(-c3ccc([N+](=O)[O-])cc3)c3c2OCCO3)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>c1scc2c1OCCO2.O=[N+]([O-])c1ccc(-c2sc(-c3ccc([N+](=O)[O-])cc3)c3c2OCCO3)cc1,"['100-00-5', '126213-50-1']",925674-64-2,31-614-CAS-40123800,1,1,100,"['75-98-9', '534-17-8']",5614-37-9,,"Heck reaction, glovebox used, Schlenk tube used",Mixed-Ligand Approach to Palladium-Catalyzed Direct Arylation of,"Wakioka, Masayuki; Hatakeyama, Keisuke; Sakai, Shunta; Seki, Takehito;","Organometallics (2023), 42(24), 3454-3465","['4731-65-1', '51364-51-3', '564483-18-7']",,,
Nc1ccc([N+](=O)[O-])cc1,CCOC(=O)C1CCCNC1=O.O=C1NCCC/C1=N/Nc1ccc([N+](=O)[O-])cc1,Nc1ccc([N+](=O)[O-])cc1>>CCOC(=O)C1CCCNC1=O.O=C1NCCC/C1=N/Nc1ccc([N+](=O)[O-])cc1,"['100-01-6', '3731-16-6']",129547-07-5,31-614-CAS-25907455,1,1,100,"['7632-00-0', '7647-01-0']",7732-18-5,,Classification: Substitution; N-Alkylation; Decarboxylation; Hydrolysis;,"Tryptamines, carbolines, and related compounds. III. 1-Methyl and","Abramovitch, R. A.","Journal of the Chemical Society (1956), 4593-602",,,,
O=[N+]([O-])c1ccc(O)cc1,O=Cc1ccccc1.Oc1ccc(N=Cc2ccccc2)cc1,O=[N+]([O-])c1ccc(O)cc1>>O=Cc1ccccc1.Oc1ccc(N=Cc2ccccc2)cc1,"['100-02-7', '100-52-7']",588-53-4,31-614-CAS-29443176,1,1,100,1333-74-0,67-63-0,,"solid-supported catalyst, N-doped carbon nanotubes supported cobalt",Rational Design of Cobalt-Platinum Alloy Decorated Cobalt Nanoparticles,"Gong, Wanbing; Han, Miaomiao; Chen, Chun; Lin, Yue; Wang, Guozhong;","ChemCatChem (2020), 12(23), 5948-5958","['7440-48-4', '11109-73-2']",N-doped carbon nanotubes support used,,
O=[N+]([O-])c1ccc(O)cc1,O=Cc1ccccc1.Oc1ccc(N=Cc2ccccc2)cc1,O=[N+]([O-])c1ccc(O)cc1>>O=Cc1ccccc1.Oc1ccc(N=Cc2ccccc2)cc1,"['100-02-7', '100-52-7']",588-53-4,31-309-CAS-8231337,1,1,100,1333-74-0,64-17-5,General/Typical Procedure: 2.3 General Procedure for the Catalytic Test:,"green chemistry-solvent, high pressure, solid-supported catalyst,",One pot synthesis of imines from aromatic nitro compounds with a novel,"Zheng, Yunfeng; Ma, Kun; Li, Hui; Li, Jing; He, Jianguo; Sun, Xun; Li,","Catalysis Letters (2009), 128(3-4), 465-474",7440-02-0,,,
Nc1ccc([N+](=O)[O-])cc1,NC1CCC(N)CC1,Nc1ccc([N+](=O)[O-])cc1>>NC1CCC(N)CC1,100-01-6,3114-70-3,31-614-CAS-35736731,1,1,100,1333-74-0,109-99-9,,"high pressure, solid-supported catalyst, air-exfoliated carbon nitride",Sequential hydrogenation of nitroaromatics to alicyclic amines via,"Wu, Jiale; Wang, Liguo; Xu, Shuang; Cao, Yan; Han, Ziqiang; Li, Huiquan","RSC Advances (2023), 13(3), 2024-2035","['7440-05-3', '7440-18-8', '143334-20-7']",,,
CCO,O=[N+]([O-])c1ccc(O)cc1.CCNc1ccc(O)cc1,CCO>>O=[N+]([O-])c1ccc(O)cc1.CCNc1ccc(O)cc1,"['64-17-5', '100-02-7']",659-34-7,31-614-CAS-34598280,1,1,100,1333-74-0,,,catalyst prepared and used,Boosting performance for hydrogenation-alkylation tandem reaction,"Li, Weizuo; Wang, Jing; He, Dafang; He, Guangyu; Chen, Haiqun","Molecular Catalysis (2022), 529112520","['610-92-4', '7439-95-4', '7440-02-0', '7440-48-4']","['complexes with metals', 'complexes with 2,5-Dihydroxyterephthalic acid']",,
CCO,O=[N+]([O-])c1ccc(O)cc1.CCNc1ccc(O)cc1,CCO>>O=[N+]([O-])c1ccc(O)cc1.CCNc1ccc(O)cc1,"['64-17-5', '100-02-7']",659-34-7,31-522-CAS-20642359,1,1,100,1333-74-0,,,"autoclave batch reactor used, N-doped carbons supported catalyst used,",A strategy of two-step tandem catalysis towards direct N-alkylation of,"Wang, Jing; Qi, Tianqinji; Li, Zhibin; She, Wei; Li, Xuewei; Li,","Journal of Catalysis (2019), 376106-118",10141-05-6,poly. with hexamethylenetetramine,,
Nc1ccc([N+](=O)[O-])cc1,COc1ccc(C=O)cc1.COc1ccc(C=Nc2ccc([N+](=O)[O-])cc2)cc1,Nc1ccc([N+](=O)[O-])cc1>>COc1ccc(C=O)cc1.COc1ccc(C=Nc2ccc([N+](=O)[O-])cc2)cc1,"['100-01-6', '123-11-5']",15450-66-5,31-309-CAS-2722329,1,1,100,,107-06-2,,"safety (perchlorates are potentially explosive), optimization study,",Magnesium perchlorate as an efficient catalyst for the synthesis of,"Chakraborti, Asit K.; Bhagat, Srikant; Rudrawar, Santosh","Tetrahedron Letters (2004), 45(41), 7641-7644",10034-81-8,,,
CC(C)(C)c1cccc(C(C)(C)C)c1O,CC(C)(C)C(O)CP(=O)(C(C)(C)C)C(C)(C)C.CC(C)(C)c1cccc(C(C)(C)C)c1[O-][Y+3]12(O=P(C(C)(C)C)(C(C)(C)C)CC(C(C)(C)C)[O-]1)O=P(C(C)(C)C)(C(C)(C)C)CC(C(C)(C)C)[O-]2,CC(C)(C)c1cccc(C(C)(C)C)c1O>>CC(C)(C)C(O)CP(=O)(C(C)(C)C)C(C)(C)C.CC(C)(C)c1cccc(C(C)(C)C)c1[O-][Y+3]12(O=P(C(C)(C)C)(C(C)(C)C)CC(C(C)(C)C)[O-]1)O=P(C(C)(C)C)(C(C)(C)C)CC(C(C)(C)C)[O-]2,"['128-39-2', '1000069-02-2']",1191083-10-9,31-562-CAS-420023,1,1,100,41836-29-7,1076-43-3,,alternative preparation shown,Ligand Recognition Processes in the Formation of Homochiral C3-Symmetric,"Arnold, Polly L.; Buffet, Jean-Charles; Blaudeck, Robert; Sujecki,","Chemistry - A European Journal (2009), 15(33), 8241-8250,",,,,
Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(O)cc1,Nc1ccc([N+](=O)[O-])cc1>>O=[N+]([O-])c1ccc(O)cc1,100-01-6,100-02-7,31-298-CAS-12701448,1,2,100,"['1310-73-2', '64-19-7']",7732-18-5,Typical Procedure for SNAr Reactions of Nitroanilines in Aqueous NaOH. A,"alternative preparation shown, SnAr reaction, optimized on base and",A Probable Hydrogen-Bonded Meisenheimer Complex: An Unusually High SNAr,"Imoto, Mitsutaka; Matsui, Yasunori; Takeda, Motonori; Tamaki, Akihiro;","Journal of Organic Chemistry (2011), 76(15), 6356-6361",,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N=O)cc1.Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N=O)cc1.Nc1ccc(N)cc1,"['100-01-6', '659-49-4']",106-50-3,31-524-CAS-21324366,1,1,100,1333-74-0,64-17-5,,alternate reaction conditions also shown,Two-step process for preparing high-purity p-phenylenediamine,"Joo, Young J.; Kim, Jin Eok; Won, Jeong Im","United States, US6245943 B1 2001-06-12","['7440-05-3', '7732-18-5']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Oc1ccc(O)cc1.O=[N+]([O-])c1ccc(Oc2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Oc1ccc(O)cc1.O=[N+]([O-])c1ccc(Oc2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)cc1,"['100-00-5', '123-31-9']",20638-32-8,31-170-CAS-8463784,1,1,100,584-08-7,"['68-12-2', '108-88-3']",,"optimization study, optimized on reagent, solvent and temperature","Method for preparation of 1,4-bis(4-aminophenoxy)benzene","Yu, Xinhai; Xu, Yongfen; Zhao, Jiongxin","China, CN101157623 A 2008-04-09",,,,
O=[N+]([O-])c1ccc(O)cc1,C=CCOC(=O)OC.C=CCOc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(O)cc1>>C=CCOC(=O)OC.C=CCOc1ccc([N+](=O)[O-])cc1,"['100-02-7', '35466-83-2']",1568-66-7,31-010-CAS-2490822,1,2,100,64-17-5,109-99-9,General/Typical Procedure: Allylation reaction using PI Pd(0) 4c (Table,catalyst does not ignite in air,The Polymer Incarcerated Method for the Preparation of Highly Active,"Akiyama, Ryo; Kobayashi, Shu","Journal of the American Chemical Society (2003), 125(12), 3412-3413","['603-35-0', '515881-64-8']",palladium complexes,,
O=[N+]([O-])c1ccc(Cl)cc1,O=[N+]([O-])c1ccc(O)cc1.[Na],O=[N+]([O-])c1ccc(Cl)cc1>>O=[N+]([O-])c1ccc(O)cc1.[Na],100-00-5,824-78-2,31-614-CAS-37242414,1,1,100,1310-73-2,7732-18-5,,"thermal, alternate time and temperature may be used",Continuous microtubular catalytic hydrolysis process of,"Li, Jingjing","China, CN116041186 A 2023-05-02",9014-85-1,,,
C#Cc1ccc(-c2ccc(C#C)cc2)cc1,[N-]=[N+]=Nc1ccc(C(c2ccc(N=[N+]=[N-])cc2)(c2ccc(N=[N+]=[N-])cc2)c2ccc(N=[N+]=[N-])cc2)cc1.C#Cc1ccc(-c2ccc(C#C)cc2)cc1.[N-]=[N+]=Nc1ccc(C(c2ccc(N=[N+]=[N-])cc2)(c2ccc(N=[N+]=[N-])cc2)c2ccc(N=[N+]=[N-])cc2)cc1,C#Cc1ccc(-c2ccc(C#C)cc2)cc1>>[N-]=[N+]=Nc1ccc(C(c2ccc(N=[N+]=[N-])cc2)(c2ccc(N=[N+]=[N-])cc2)c2ccc(N=[N+]=[N-])cc2)cc1.C#Cc1ccc(-c2ccc(C#C)cc2)cc1.[N-]=[N+]=Nc1ccc(C(c2ccc(N=[N+]=[N-])cc2)(c2ccc(N=[N+]=[N-])cc2)c2ccc(N=[N+]=[N-])cc2)cc1,"['38215-38-2', '1000190-45-3']",1602856-94-9,31-614-CAS-25528287,1,1,100,,68-12-2,General/Typical Procedure: Synthesis of CPP-1. To a solution of,"regioselective, Click reaction",Facile Fabrication of Ultrafine Palladium Nanoparticles with Size- and,"Li, Liuyi; Zhao, Huaixia; Wang, Jinyun; Wang, Ruihu","ACS Nano (2014), 8(5), 5352-5364","['134-03-2', '7758-99-8']",,,
Nc1ccc([N+](=O)[O-])cc1,COc1ccc(CO)cc1.COc1ccc(CNc2ccc([N+](=O)[O-])cc2)cc1,Nc1ccc([N+](=O)[O-])cc1>>COc1ccc(CO)cc1.COc1ccc(CNc2ccc([N+](=O)[O-])cc2)cc1,"['100-01-6', '105-13-5']",142599-41-5,31-032-CAS-19201296,1,1,100,,108-88-3,,"green chemistry, solid-supported catalyst, silica-supported alumina",Mesoporous Shell@Macroporous Core aluminosilicates as sustainable,"Sunil Sekhar, Anandakumari C.; Ashokkumar, Anumol Erumpukuthickal;","ChemNanoMat (2018), 4(6), 537-541",1344-28-1,,,
CCO,O=[N+]([O-])c1ccc(Cl)cc1.CCNc1ccc(Cl)cc1,CCO>>O=[N+]([O-])c1ccc(Cl)cc1.CCNc1ccc(Cl)cc1,"['64-17-5', '100-00-5']",13519-75-0,31-522-CAS-20642355,1,1,100,1333-74-0,,,"autoclave batch reactor used, N-doped carbons supported catalyst used,",A strategy of two-step tandem catalysis towards direct N-alkylation of,"Wang, Jing; Qi, Tianqinji; Li, Zhibin; She, Wei; Li, Xuewei; Li,","Journal of Catalysis (2019), 376106-118",10141-05-6,poly. with hexamethylenetetramine,,
O=[N+]([O-])c1ccc(O)cc1,N.O=CO.O=CNc1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>N.O=CO.O=CNc1ccc(O)cc1,"['100-02-7', '540-69-2']",1693-39-6,31-522-CAS-19568572,1,1,100,,109-99-9,,"green chemistry, solid-supported catalyst, thermal,",Method for preparing aromatic amine compound,"Yang, Yong; Duan, Yanan; Dong, Xiaosu","China, CN108658714 A 2018-10-16",7440-48-4,,,
O=Cc1ccccc1,CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C.CC(C)(C)[Si](C)(C)NN=Cc1ccccc1,O=Cc1ccccc1>>CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C.CC(C)(C)[Si](C)(C)NN=Cc1ccccc1,"['100-52-7', '10000-20-1']",783321-42-6,31-614-CAS-25600590,1,1,100,109-09-1,,Benzaldehyde N-tert-Butyldimethylsilylhydrazone: A 25-mL round-bottom,workup,A General Procedure for the Esterification of Carboxylic Acids with,"Furrow, Michael E.; Myers, Andrew G.","Journal of the American Chemical Society (2004), 126(39), 12222-12223",,,,
COC(=O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,COC(=O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O>>O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,1000024-87-2,1000025-07-9,31-614-CAS-25121023,1,1,100,1310-58-3,"['96-47-9', '7732-18-5']",,product is further converted to potassium salt,Preparation of novel crystalline compound of Vadadustat,"Fry, Doug; Visontai, Laszlo; Sada, Mara; Bertolini, Giorgio","World Intellectual Property Organization, WO2021250624 A1 2021-12-16",,,,
O=[N+]([O-])c1ccc(Cl)cc1,O=Cc1ccccc1.Clc1ccc(N=Cc2ccccc2)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>O=Cc1ccccc1.Clc1ccc(N=Cc2ccccc2)cc1,"['100-00-5', '100-52-7']",780-21-2,31-614-CAS-29443178,1,1,100,1333-74-0,67-63-0,,"solid-supported catalyst, N-doped carbon nanotubes supported cobalt",Rational Design of Cobalt-Platinum Alloy Decorated Cobalt Nanoparticles,"Gong, Wanbing; Han, Miaomiao; Chen, Chun; Lin, Yue; Wang, Guozhong;","ChemCatChem (2020), 12(23), 5948-5958","['7440-48-4', '11109-73-2']",N-doped carbon nanotubes support used,,
O=C(Cl)c1ccccc1,O=[N+]([O-])c1ccc(O)cc1.O=C(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,O=C(Cl)c1ccccc1>>O=[N+]([O-])c1ccc(O)cc1.O=C(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,"['98-88-4', '100-02-7']",959-22-8,31-354-CAS-5034402,1,1,100,,,,"no solvent, catalyst recyclable","TiO2, a simple and an efficient catalyst for esterification of phenols","Pasha, Mohamed Afzal; Manjula, Krishnappa","Indian Journal of Chemistry, Section B: Organic Chemistry Including",13463-67-7,,,
O=C(Cl)c1ccccc1,O=[N+]([O-])c1ccc(O)cc1.O=C(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,O=C(Cl)c1ccccc1>>O=[N+]([O-])c1ccc(O)cc1.O=C(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,"['98-88-4', '100-02-7']",959-22-8,31-354-CAS-16949034,1,2,100,82942-26-5,,,"polystyrene supported dimethylaminopyridine used in stage 1,","Dimethylaminopyridine, polystyrenesupported (PS-DMAP)","Takeda, Kazuyoshi","e-EROS Encyclopedia of Reagents for Organic Synthesis (2002), 1-3",,,,
O=[N+]([O-])c1ccc(O)cc1,C[Si](C)(C)N[Si](C)(C)C.C[Si](C)(C)Oc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(O)cc1>>C[Si](C)(C)N[Si](C)(C)C.C[Si](C)(C)Oc1ccc([N+](=O)[O-])cc1,"['100-02-7', '999-97-3']",1014-66-0,31-010-CAS-21164038,1,1,100,,75-09-2,,99% conversion,A simple and efficient room temperature silylation of diverse functional,"Anbu, Nagaraj; Vijayan, Chellappa; Dhakshinamoorthy, Amarajothi","Molecular Catalysis (2019), 474110357",1306-38-3,,,
O=[N+]([O-])c1ccc(O)cc1,C[Si](C)(C)N[Si](C)(C)C.C[Si](C)(C)Oc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(O)cc1>>C[Si](C)(C)N[Si](C)(C)C.C[Si](C)(C)Oc1ccc([N+](=O)[O-])cc1,"['100-02-7', '999-97-3']",1014-66-0,31-010-CAS-9132527,1,1,100,,75-05-8,,"green chemistry, solid-supported catalyst, catalyst recyclable,",Highly efficient and selective trimethylsilylation of alcohols and,"Gharaati, Shadab; Moghadam, Majid; Tangestaninejad, Shahram; Mirkhani,","Polyhedron (2012), 35(1), 87-95","['9003-53-6', '1283768-81-9']",,,
O=[N+]([O-])c1ccc(O)cc1,C[Si](C)(C)N[Si](C)(C)C.C[Si](C)(C)Oc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(O)cc1>>C[Si](C)(C)N[Si](C)(C)C.C[Si](C)(C)Oc1ccc([N+](=O)[O-])cc1,"['100-02-7', '999-97-3']",1014-66-0,31-010-CAS-8503723,1,1,100,,75-05-8,,no solvent,Silylation of alcohols and phenols using HMDS catalyzed by silica,"Ziyaei-Halimjani, A.; Saidi, M. R.","Journal of Sciences, Islamic Republic of Iran (2006), 17(2), 123-126",12673-76-6,,,
O=[N+]([O-])c1ccc(O)cc1,BrCCCCBr.Nc1ccc(OCCCCOc2ccc(N)cc2)cc1,O=[N+]([O-])c1ccc(O)cc1>>BrCCCCBr.Nc1ccc(OCCCCOc2ccc(N)cc2)cc1,"['100-02-7', '110-52-1']",6245-50-7,31-614-CAS-28845851,1,2,100,"['584-08-7', '1333-74-0']","['68-12-2', '67-56-1', '75-09-2']",,"sealed vial used in stage 1, microwave irradiation in stage 1",Preparation of galactoside bivalent LecA inhibitors targeting biofilm,"Titz, Alexander; Zahorska, Eva; Minervini, Saverio; Imberty, Anne;","World Intellectual Property Organization, WO2021089729 A1 2021-05-14",7440-05-3,,,
Nc1ccccc1,O=[N+]([O-])c1ccc(Cl)cc1.O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,Nc1ccccc1>>O=[N+]([O-])c1ccc(Cl)cc1.O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,"['62-53-3', '100-00-5']",836-30-6,31-172-CAS-10515489,1,4,100,"['603-35-0', '584-08-7']","['62-53-3', '141-78-6']","Example 2. 186 g (2 mol) of aniline, 152.5 mg (0.5 mmol) of palladium",other palladium catalysts gave lower yields,Procedure for the production of (N-nitrophenyl)(N-phenyl)amines from,"Giera, Henry; Lange, Walter; Pohl, Torsten; Sicheneder, Adolf; Schild,","Germany, DE19942394 C1 2001-02-01",14024-61-4,,,
O=[N+]([O-])c1ccc(O)cc1,O=C(OC(=O)C(F)(F)F)C(F)(F)F.O=C(Oc1ccc([N+](=O)[O-])cc1)C(F)(F)F,O=[N+]([O-])c1ccc(O)cc1>>O=C(OC(=O)C(F)(F)F)C(F)(F)F.O=C(Oc1ccc([N+](=O)[O-])cc1)C(F)(F)F,"['100-02-7', '407-25-0']",658-78-6,31-355-CAS-1724330,1,1,100,,71-43-2,,Classification: Esterification; O-Acylation; # Conditions: (CF3CO)2O;,A new reagent for the p-nitrophenylation of amino acids,"Sakakibara, Shumpei; Inukai, Noriyoshi","Bulletin of the Chemical Society of Japan (1964), 37(8), 1231-2",,,,
C=CC(=O)O,O=[N+]([O-])c1ccc(Cl)cc1.O=C(O)/C=C/c1ccc([N+](=O)[O-])cc1,C=CC(=O)O>>O=[N+]([O-])c1ccc(Cl)cc1.O=C(O)/C=C/c1ccc([N+](=O)[O-])cc1,"['79-10-7', '100-00-5']",882-06-4,31-177-CAS-9353897,1,2,100,"['102-82-9', '497-19-8']","['68-12-2', '7732-18-5']",,"stereoselective, Heck reaction",Synthesis of lignin-amine supported palladium catalysts for Heck reaction,"Wu, Yufeng; Zhang, Lei; Cui, Yuanchen; Liu, Jiangsheng; Yang, Shuai","Shiyou Huagong (2009), 38(7), 733-738","['111-40-0', '1112-67-0', '7440-05-3']",,,
Nc1ccc([N+](=O)[O-])cc1,O=C(Cl)c1ccc(F)cc1.O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(F)cc1,Nc1ccc([N+](=O)[O-])cc1>>O=C(Cl)c1ccc(F)cc1.O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(F)cc1,"['100-01-6', '403-43-0']",347-88-6,31-365-CAS-20148402,1,1,100,110-86-1,75-09-2,,incremental addition of 4-fluorobenzoyl chloride,Preparation of piperidinylindoles and related compounds as serotonin,"Johnson, Kirk W.; Phebus, Lee A.","World Intellectual Property Organization, WO9811895 A1 1998-03-26",,,,
Nc1ccc([N+](=O)[O-])cc1,O=C(Cl)c1ccc(F)cc1.O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(F)cc1,Nc1ccc([N+](=O)[O-])cc1>>O=C(Cl)c1ccc(F)cc1.O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(F)cc1,"['100-01-6', '403-43-0']",347-88-6,31-365-CAS-14789533,1,2,100,110-86-1,75-09-2,,"alternative preparation shown, incremental addition of chloride reactant",Preparation of indole and carbazole derivatives as serotonin agonists,"Johnson, Kirk W.; Phebus, Lee A.","World Intellectual Property Organization, WO9806402 A1 1998-02-19",,,,
Nc1ccc([N+](=O)[O-])cc1,O=C(Cl)c1ccc(F)cc1.O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(F)cc1,Nc1ccc([N+](=O)[O-])cc1>>O=C(Cl)c1ccc(F)cc1.O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(F)cc1,"['100-01-6', '403-43-0']",347-88-6,31-365-CAS-739862,1,1,100,110-86-1,75-09-2,,incremental addition of 4-fluorobenzoyl chloride and pyridine,"Preparation of 6-substituted-1,2,3,4-tetrahydro-9H-carbazoles and","Flaugh, Michael Edward; Kiefer, Anton Daniel, Jr.; Walker, Clint Duane;","United States, US5708187 A 1998-01-13",,,,
CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C,O=Cc1cccc(Oc2ccccc2)c1.CC(C)(C)[Si](C)(C)N/N=C/c1cccc(Oc2ccccc2)c1,CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C>>O=Cc1cccc(Oc2ccccc2)c1.CC(C)(C)[Si](C)(C)N/N=C/c1cccc(Oc2ccccc2)c1,"['10000-20-1', '39515-51-0']",690274-99-8,31-614-CAS-26243867,1,1,100,,,3-Phenoxybenzaldehyde N-tert-Butyldimethylsilylhydrazone (2g): A freshly,"stereoselective, no solvent",Practical Procedures for the Preparation of,"Furrow, Michael E.; Myers, Andrew G.","Journal of the American Chemical Society (2004), 126(17), 5436-5445",144026-79-9,,,
O=[N+]([O-])c1ccc(Cl)cc1,C=CC(=O)OC(C)(C)C.CC(C)(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(Cl)cc1>>C=CC(=O)OC(C)(C)C.CC(C)(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,"['100-00-5', '1663-39-4']",370839-59-1,31-177-CAS-15411831,1,1,100,1310-73-2,68-12-2,,"microwave irradiation, solid-supported catalyst, Heck-Mizoroki coupling",Microwave-assisted Suzuki-Miyaura and Heck-Mizoroki cross-coupling,"Dawood, Kamal M.","Tetrahedron (2007), 63(39), 9642-9651","['1643-19-2', '952209-84-6']",polymer-supported,,
O=[N+]([O-])c1ccc(Cl)cc1,C=CC(=O)OC(C)(C)C.CC(C)(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(Cl)cc1>>C=CC(=O)OC(C)(C)C.CC(C)(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,"['100-00-5', '1663-39-4']",370839-59-1,31-177-CAS-13283203,1,1,100,1310-73-2,68-12-2,,"microwave irradiation, Heck-Mizoroki coupling",Microwave-assisted Suzuki-Miyaura and Heck-Mizoroki cross-coupling,"Dawood, Kamal M.","Tetrahedron (2007), 63(39), 9642-9651","['1643-19-2', '952209-84-6']",,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc([N+](=O)[O-])cc1Cl,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc([N+](=O)[O-])cc1Cl,100-01-6,121-87-9,31-084-CAS-46422,1,1,100,579-11-3,,,Classification: Regioselective; Chlorination; # Conditions: PhN(Cl)Ac;,Substituted nitrogen chloride,"Bender, Georg","Berichte der Deutschen Chemischen Gesellschaft (1886), 192272-2274",,,,
[H][C@]1([C@@H](O)C=C)CO1,C=C[C@H](O)[C@H](O)CN,[H][C@]1([C@@H](O)C=C)CO1>>C=C[C@H](O)[C@H](O)CN,100017-22-9,123533-16-4,31-035-CAS-418512,1,1,100,7664-41-7,7732-18-5,,"stereoselective, NH3/H2O, r.t./2 days, Amination, C-Amination, Ring",Epoxide migration (Payne rearrangement) and related reactions,"Hanson, Robert M.","Organic Reactions (Hoboken, NJ, United States) (2002), 60No pp. given",,,,
[H][C@]1([C@@H](O)C=C)CO1,C=C[C@H](O)[C@H](O)CN,[H][C@]1([C@@H](O)C=C)CO1>>C=C[C@H](O)[C@H](O)CN,100017-22-9,123533-16-4,31-035-CAS-13832699,1,1,100,7664-41-7,7664-41-7,,"stereoselective, liquid NH3, -78 C to r.t., Amination, C-Amination, Ring",Epoxide migration (Payne rearrangement) and related reactions,"Hanson, Robert M.","Organic Reactions (Hoboken, NJ, United States) (2002), 60No pp. given",,,,
O=[N+]([O-])c1ccc(Cl)cc1,Cc1ccccc1B(O)O.Cc1ccccc1-c1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Cc1ccccc1B(O)O.Cc1ccccc1-c1ccc([N+](=O)[O-])cc1,"['100-00-5', '16419-60-6']",33350-73-1,31-179-CAS-16513338,1,1,100,584-08-7,7732-18-5,,"green chemistry-catalyst, thermal, Suzuki-Miyaura cross-coupling,",Water-Soluble Palladium Click Chelating Complex: An Efficient and,"Kong, Fanzhen; Zhou, Chunshan; Wang, Jinyun; Yu, Zhangyu; Wang, Ruihu","ChemPlusChem (2013), 78(6), 536-545","['1643-19-2', '1425725-67-2']",,,
CCC(C)=O,Nc1ccc([N+](=O)[O-])cc1.CCC(C)Nc1ccc(NC(C)CC)cc1,CCC(C)=O>>Nc1ccc([N+](=O)[O-])cc1.CCC(C)Nc1ccc(NC(C)CC)cc1,"['78-93-3', '100-01-6']",101-96-2,31-614-CAS-37640728,1,1,100,1333-74-0,,,"high pressure, catalyst prepared and used, sealed reactor used, 97.3%",Preparation of antioxidant 44PD,"Chen, Sheng","China, CN116693400 A 2023-09-05","['7440-02-0', '7440-06-4', '7440-50-8']",,,
