Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:CAT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:RGT:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:CAT:AMD
O=CCc1ccccc1,CN1C(=O)C=CC1=O.NC1CCCCC1.CNC(=O)C[C@H]1C(=O)N(C2CCCCC2)C[C@@H]1c1ccccc1,O=CCc1ccccc1>>CN1C(=O)C=CC1=O.NC1CCCCC1.CNC(=O)C[C@H]1C(=O)N(C2CCCCC2)C[C@@H]1c1ccccc1,"['122-78-1', '930-88-1', '108-91-8']",1418761-71-3,31-254-CAS-16560702,1,4,100,848821-58-9,"['67-66-3', '67-56-1', '7732-18-5']","combinatorial, stereoselective, automated synthesizer used, mechanism",Automated three-component synthesis of a library of γ-lactams,"Fenster, Erik; Hill, David; Reiser, Oliver; Aube, Jeffrey","Beilstein Journal of Organic Chemistry (2012), 81804-1813","['56553-60-7', '865-47-4', '7647-01-0']",,
N#Cc1ccc2c(c1)COC2c1ccc(F)cc1,C=CC(=O)OC(C)(C)C.CC(C)(C)OC(=O)CCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2c1ccc(F)cc1>>C=CC(=O)OC(C)(C)C.CC(C)(C)OC(=O)CCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,"['64169-67-1', '1663-39-4']",2488606-52-4,31-254-CAS-22659364,1,3,100,33100-27-5,"['109-99-9', '7732-18-5']",literature preparation,Enantio- and Site-Selective α-Fluorination of N-Acyl,"Ishihara, Kazuaki; Nishimura, Kazuki; Yamakawa, Katsuya","Angewandte Chemie, International Edition (2020), 59(40), 17641-17647","['7646-69-7', '7647-01-0']",,
O=C1CC(=O)OC2(CCCCC2)O1,O=[N+]([O-])/C=C/c1ccc(Cl)cc1.O=C1OC2(CCCCC2)OC(=O)C1[C@H](C[N+](=O)[O-])c1ccc(Cl)cc1,O=C1CC(=O)OC2(CCCCC2)O1>>O=[N+]([O-])/C=C/c1ccc(Cl)cc1.O=C1OC2(CCCCC2)OC(=O)C1[C@H](C[N+](=O)[O-])c1ccc(Cl)cc1,"['1658-27-1', '5153-70-8']",3023705-68-9,31-614-CAS-38713255,1,1,100,3023705-67-8,100-66-3,"green chemistry, stereoselective, catalyst prepared and used, reusable",A novel recyclable organocatalyst for the gram-scale enantioselective,"Dargo, Gyula; Erdelyi, Dora; Molnar, Balazs; Kisszekelyi, Peter; Garadi,","Beilstein Journal of Organic Chemistry (2023), 191811-1824",,,
C=CCOC(=O)CC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,CCOC(=O)/C=C/C(=O)C(C)(C)C.C=CCOC(=O)C(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(CC(=O)OCC)C(=O)C(C)(C)C,C=CCOC(=O)CC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C>>CCOC(=O)/C=C/C(=O)C(C)(C)C.C=CCOC(=O)C(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(CC(=O)OCC)C(=O)C(C)(C)C,"['158738-72-8', '158738-55-7']",217191-56-5,31-254-CAS-12219047,1,3,100,,"['109-99-9', '7732-18-5']","regioselective, Michael addition",Preparation of modified peptides as isosteric antiherpes agents,"Beaulieu, Pierre Louis; Deziel, Robert; Brunet, Montse Llinas; Moss,","United States, US5846941 A 1998-12-08","['7646-69-7', '77-92-9']",,
CCCCC/C=C/C(C)=O,COC(O[Si](C)(C)C)=C(C)C.CCCCCC(CC(C)=O)C(C)(C)C(=O)OC,CCCCC/C=C/C(C)=O>>COC(O[Si](C)(C)C)=C(C)C.CCCCCC(CC(C)=O)C(C)(C)C(=O)OC,"['18402-83-0', '31469-15-5']",512777-20-7,31-254-CAS-1298069,1,2,100,546-89-4,"['68-12-2', '109-99-9', '7732-18-5']",lithium benzamide as a base or lower temp. gave lower yield,Lewis base-catalyzed Michael reactions between trimethylsilyl enolate and,"Nakagawa, Takashi; Fujisawa, Hidehiko; Nagata, Yuzo; Mukaiyama, Teruaki","Bulletin of the Chemical Society of Japan (2005), 78(2), 236-246",7647-01-0,,
CCOC(=O)CC(=O)OCC,C/C=C/C(=O)c1nccn1C.COC(=O)C(C(=O)OC)C(C)CC(=O)c1nccn1C,CCOC(=O)CC(=O)OCC>>C/C=C/C(=O)c1nccn1C.COC(=O)C(C(=O)OC)C(C)CC(=O)c1nccn1C,"['105-53-3', '860772-38-9']",1007843-88-0,31-254-CAS-5017115,1,1,100,127690-81-7,"['75-05-8', '7732-18-5']","regioselective, stereoselective, DNA-based",Organic co-solvents in aqueous DNA-based asymmetric catalysis,"Megens, Rik P.; Roelfes, Gerard","Organic & Biomolecular Chemistry (2010), 8(6), 1387-1393",,,
C=C(OC)O[Si](C)(C)C,[H][C@@]1([C@H](CCCCC)OCc2ccccc2)OC(=O)N2C=CC(=O)[C@@H]([Se]c3ccccc3)[C@@]21[H].[H][C@@]1([C@H](CCCCC)OCc2ccccc2)OC(=O)N2[C@@H](CC(=O)OC)CC(=O)[C@@H]([Se]c3ccccc3)[C@@]21[H],C=C(OC)O[Si](C)(C)C>>[H][C@@]1([C@H](CCCCC)OCc2ccccc2)OC(=O)N2C=CC(=O)[C@@H]([Se]c3ccccc3)[C@@]21[H].[H][C@@]1([C@H](CCCCC)OCc2ccccc2)OC(=O)N2[C@@H](CC(=O)OC)CC(=O)[C@@H]([Se]c3ccccc3)[C@@]21[H],"['36850-80-3', '264218-53-3']",264218-56-6,31-254-CAS-1610018,1,1,100,,75-09-2,"regioselective, stereoselective, Mukaiyama-Michael reaction, product",Addition of Metallo Enolates to Chiral 1-Acylpyridinium Salts: Total,"Kuethe, Jeffrey T.; Comins, Daniel L.","Organic Letters (2000), 2(6), 855-857",109-63-7,Compound Name: (1,
CC(=O)CC(C)=O,O=[N+]([O-])/C(Br)=C/c1ccc(F)cc1.CC(=O)C1=C(C)O[C@H]([N+](=O)[O-])[C@H]1c1ccc(F)cc1,CC(=O)CC(C)=O>>O=[N+]([O-])/C(Br)=C/c1ccc(F)cc1.CC(=O)C1=C(C)O[C@H]([N+](=O)[O-])[C@H]1c1ccc(F)cc1,"['123-54-6', '960211-65-8']",2826274-68-2,31-614-CAS-33897345,1,1,100,1610724-48-5,75-09-2,"stereoselective, %ee = 82","Enantioselective synthesis of 2,3-dihydrofurans using a bifunctional","Susam, Zeynep Dilsad; Bozdemir, Merve; Gundogdu, Gulsum; Tanyeli,","New Journal of Chemistry (2022), 46(2), 599-606",497-19-8,,
N#CC(C#N)c1ccccc1,CC=CC(N)=O.CC(CC(N)=O)C(C#N)(C#N)c1ccccc1,N#CC(C#N)c1ccccc1>>CC=CC(N)=O.CC(CC(N)=O)C(C#N)(C#N)c1ccccc1,"['3041-40-5', '23350-58-5']",2414959-21-8,31-254-CAS-21750750,1,1,100,674783-97-2,68-12-2,"photochemical (Blue LED (450 nm) used), Michael addition","Photoredox Michael addition of phenylmalononitrile onto α,β-unsaturated","Hirahama, Toshiya; Umezawa, Misaki; Shoji, Mitsuru","Tetrahedron Letters (2020), 61(18), 151824",513-35-9,,
CCOC(=O)CSC,CC(/C=C/C(=O)C(C)(C)C)C(F)(F)F.CCOC(=O)C(SC)C(CC(=O)C(C)(C)C)C(C)C(F)(F)F,CCOC(=O)CSC>>CC(/C=C/C(=O)C(C)(C)C)C(F)(F)F.CCOC(=O)C(SC)C(CC(=O)C(C)(C)C)C(C)C(F)(F)F,"['4455-13-4', '371778-07-3']",371778-15-3,31-254-CAS-8380877,1,3,100,,"['109-99-9', '7732-18-5']","stereoselective, in-situ generated reagent, Michael addn., 92:8",Effect of allylic CH3-nFn groups (n = 1-3) on π-facial diastereoselection,"Yamazaki, Takashi; Ichige, Tatsuro; Takei, Satoshi; Kawashita, Seiji;","Organic Letters (2001), 3(18), 2915-2918","['4111-54-0', '7647-01-0']",General/Typical Procedure: General Procedure for Michael addition of,
C=CCCCCCCCCC=O,CCOC(=O)/C=C/C(=O)SCC.C=CCCCCCCC[C@H](C=O)[C@@H](CC(=O)SCC)C(=O)OCC,C=CCCCCCCCCC=O>>CCOC(=O)/C=C/C(=O)SCC.C=CCCCCCCC[C@H](C=O)[C@@H](CC(=O)SCC)C(=O)OCC,"['112-45-8', '89317-79-3']",1214273-64-9,31-254-CAS-11882328,1,1,100,"['64-19-7', '943757-71-9']",67-56-1,"stereoselective, >99% ee (syn-isomer), 89:11 syn:anti, Michael addition",Enantioselective organocatalytic conjugate addition of aldehydes to,"Zhu, Shaolin; Wang, You; Ma, Dawei","Advanced Synthesis & Catalysis (2009), 351(16), 2563-2566",,,
COC(=O)CC(=O)OC,O=[N+]([O-])/C=C/c1ccc2ccccc2c1.COC(=O)C(C(=O)OC)[C@H](C[N+](=O)[O-])c1ccc2ccccc2c1,COC(=O)CC(=O)OC>>O=[N+]([O-])/C=C/c1ccc2ccccc2c1.COC(=O)C(C(=O)OC)[C@H](C[N+](=O)[O-])c1ccc2ccccc2c1,"['108-59-8', '37629-37-1']",1240497-60-2,31-254-CAS-20574707,1,1,100,"['7440-02-0', '221226-19-3']",108-88-3,"stereoselective, 90% ee, Michael addition",A Nickel-Diamine/Mesoporous Silica Composite as a Heterogeneous Chiral,"Ishitani, Haruro; Kanai, Kan; Yoo, Woo-Jin; Yoshida, Tomoko; Kobayashi,","Angewandte Chemie, International Edition (2019), 58(38), 13313-13317",,,"['diamine complexes bound to MCM-41', 'MCM-41-bound nickel complexes']"
C=C(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1,CC(C=O)c1ccc(Br)cc1.C[C@](C=O)(CC(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1)c1ccc(Br)cc1,C=C(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1>>CC(C=O)c1ccc(Br)cc1.C[C@](C=O)(CC(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1)c1ccc(Br)cc1,"['39082-53-6', '40460-91-1']",1449570-03-9,31-254-CAS-23897117,1,1,100,2676169-26-7,75-09-2,"stereoselective, catalyst prepared and used, 93% ee",Diaminomethylenemalononitrile as a Chiral Single Hydrogen Bond Catalyst:,"Kawada, Masahiro; Tsuyusaki, Ryo; Nakashima, Kosuke; Akutsu, Hiroshi;","Chemistry - An Asian Journal (2021), 16(16), 2272-2275",76-05-1,,
CC1=CCCCC1=O,CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C.CCOC(=O)C(CC#Cc1ccccc1)C(=O)OCC.CCOC(=O)C(CC#Cc1ccccc1)(C(=O)OCC)C1CCCC(O[Si](C(C)C)(C(C)C)C(C)C)=C1C,CC1=CCCCC1=O>>CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C.CCOC(=O)C(CC#Cc1ccccc1)C(=O)OCC.CCOC(=O)C(CC#Cc1ccccc1)(C(=O)OCC)C1CCCC(O[Si](C(C)C)(C(C)C)C(C)C)=C1C,"['1121-18-2', '80522-42-5', '93006-71-4']",1334547-83-9,31-132-CAS-13797463,1,4,100,,"['109-99-9', '7732-18-5']","regioselective, 52-100% yield, intermediates prepared from stages 1,2",Synthesis of Fused Carbocycles via a Selective 6-Endo Dig,"Barabe, Francis; Levesque, Patrick; Korobkov, Ilia; Barriault, Louis","Organic Letters (2011), 13(20), 5580-5583","['75-18-3', '7646-69-7', '144-55-8']",General/Typical Procedure: To a flame-dried flask equipped with a,
c1ccccc1,CCCCOC=CC(=O)C(F)(F)F.O=C(C=Cc1ccccc1)C(F)(F)F,c1ccccc1>>CCCCOC=CC(=O)C(F)(F)F.O=C(C=Cc1ccccc1)C(F)(F)F,"['71-43-2', '120407-73-0']",3108-32-5,31-254-CAS-18210625,1,1,100,,,"optimization study, optimized on temperature, optimized on time,",Reactions of CF3-enones with arenes under superelectrophilic activation:,"Iakovenko, Roman O.; Kazakova, Anna N.; Muzalevskiy, Vasiliy M.; Ivanov,","Organic & Biomolecular Chemistry (2015), 13(33), 8827-8842",1493-13-6,,
CCCC=O,O=[N+]([O-])/C=C/c1ccc(Cl)cc1Cl.CC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(Cl)cc1Cl,CCCC=O>>O=[N+]([O-])/C=C/c1ccc(Cl)cc1Cl.CC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccc(Cl)cc1Cl,"['123-72-8', '34209-97-7']",1021394-84-2,31-254-CAS-3673051,1,1,100,1021646-82-1,"['67-63-0', '67-66-3']","solid-supported catalyst, stereoselective, TentaGel used, catalyst on",Efficient Recovery and Reuse of an Immobilized Peptidic Organocatalyst,"Arakawa, Yukihiro; Wiesner, Markus; Wennemers, Helma","Advanced Synthesis & Catalysis (2011), 353(8), 1201-1206",,,TentaGel supported
CC1=CCCC1=O,CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C.CCOC(=O)C(CC#Cc1ccccc1)C(=O)OCC.CCOC(=O)C(CC#Cc1ccccc1)(C(=O)OCC)C1CCC(O[Si](C(C)C)(C(C)C)C(C)C)=C1C,CC1=CCCC1=O>>CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C.CCOC(=O)C(CC#Cc1ccccc1)C(=O)OCC.CCOC(=O)C(CC#Cc1ccccc1)(C(=O)OCC)C1CCC(O[Si](C(C)C)(C(C)C)C(C)C)=C1C,"['1120-73-6', '80522-42-5', '93006-71-4']",1334547-82-8,31-132-CAS-11656523,1,4,100,,"['109-99-9', '7732-18-5']","regioselective, 52-100% yield, intermediates prepared from stages 1,2",Synthesis of Fused Carbocycles via a Selective 6-Endo Dig,"Barabe, Francis; Levesque, Patrick; Korobkov, Ilia; Barriault, Louis","Organic Letters (2011), 13(20), 5580-5583","['75-18-3', '7646-69-7', '144-55-8']",General/Typical Procedure: To a flame-dried flask equipped with a,
C=CC=O,CC1C(=O)CCCCC1=O.CC1(CCC=O)C(=O)CCCCC1=O,C=CC=O>>CC1C(=O)CCCCC1=O.CC1(CCC=O)C(=O)CCCCC1=O,"['107-02-8', '5601-78-5']",1132652-38-0,31-254-CAS-3970330,1,1,100,,7732-18-5,Michael addition,Efficient Construction of Polycyclic Derivatives via a Highly Selective,"Deschamp, Julia; Riant, Olivier","Organic Letters (2009), 11(6), 1217-1220",,General/Typical Procedure: To a suspension of the,
CC(=O)CC(C)=O,O=[N+]([O-])/C(Br)=C/c1cccc(Br)c1.CC(=O)C1=C(C)O[C@H]([N+](=O)[O-])[C@H]1c1cccc(Br)c1,CC(=O)CC(C)=O>>O=[N+]([O-])/C(Br)=C/c1cccc(Br)c1.CC(=O)C1=C(C)O[C@H]([N+](=O)[O-])[C@H]1c1cccc(Br)c1,"['123-54-6', '1783844-67-6']",2826274-63-7,31-614-CAS-33897342,1,1,100,1610724-48-5,75-09-2,"stereoselective, %ee = 76","Enantioselective synthesis of 2,3-dihydrofurans using a bifunctional","Susam, Zeynep Dilsad; Bozdemir, Merve; Gundogdu, Gulsum; Tanyeli,","New Journal of Chemistry (2022), 46(2), 599-606",497-19-8,,
O=[N+]([O-])/C(Br)=C/c1ccccc1,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC.COc1ccc(/C=C/C(=O)C2=C(/C=C/c3ccc(OC)c(OC)c3)O[C@H]([N+](=O)[O-])[C@H]2c2ccccc2)cc1OC,O=[N+]([O-])/C(Br)=C/c1ccccc1>>COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC.COc1ccc(/C=C/C(=O)C2=C(/C=C/c3ccc(OC)c(OC)c3)O[C@H]([N+](=O)[O-])[C@H]2c2ccccc2)cc1OC,"['18315-81-6', '160096-59-3']",1264194-39-9,31-065-CAS-11551163,1,1,100,,"['109-99-9', '7732-18-5']","stereoselective, interrupted Feist-Benary reaction",Stereoselective construction of carbocycles and heterocycles via cascade,"Ayyagari, Narasimham; Jose, Deena; Mobin, Shaikh M.; Namboothiri, Irishi","Tetrahedron Letters (2011), 52(2), 258-262",584-08-7,,
O=[N+]([O-])/C=C/c1ccccc1,C=CCC1OC(c2cccc(C)c2)=NC1=O.C=CC[C@]1([C@@H](C[N+](=O)[O-])c2ccccc2)OC(c2cccc(C)c2)=NC1=O,O=[N+]([O-])/C=C/c1ccccc1>>C=CCC1OC(c2cccc(C)c2)=NC1=O.C=CC[C@]1([C@@H](C[N+](=O)[O-])c2ccccc2)OC(c2cccc(C)c2)=NC1=O,"['5153-67-3', '1393357-27-1']",1393357-11-3,31-254-CAS-3468656,1,3,100,"['557-20-0', '432042-92-7']","['109-99-9', '110-54-3', '107-12-0', '60-29-7', '7732-18-5']","stereoselective, more than 19:1 dr, 93% ee, high dilution conditions",Highly Stereoselective Synthesis of α-Alkyl-α-Hydroxycarboxylic Acid,"Trost, Barry M.; Hirano, Keiichi","Angewandte Chemie, International Edition (2012), 51(26), 6480-6483,",7778-77-0,,
C=CC(C)=O,C=CCN(CC=C)C(=O)C1CC/C(=C\c2ccccc2)C1=O.C=CCN(CC=C)C(=O)C1(CCC(C)=O)CC/C(=C\c2ccccc2)C1=O,C=CC(C)=O>>C=CCN(CC=C)C(=O)C1CC/C(=C\c2ccccc2)C1=O.C=CCN(CC=C)C(=O)C1(CCC(C)=O)CC/C(=C\c2ccccc2)C1=O,"['78-94-4', '351344-55-3']",351344-80-4,31-254-CAS-14350883,1,1,100,,67-56-1,Michael addn.,Novel DBU-MeOH-promoted one-pot stereoselective γ-functionalization of,"Charonnet, Emmanuelle; Filippini, Marie-Helene; Rodriguez, Jean","Synthesis (2001), (5), 788-804",6674-22-2,General/Typical Procedure: Michael Additions; General Procedure. To a,
C=CC(C)=O,C=CCN(CC=C)C(=O)C1CC/C(=C\c2ccccc2)C1=O.C=CCN(CC=C)C(=O)C1(CCC(C)=O)CC/C(=C\c2ccccc2)C1=O,C=CC(C)=O>>C=CCN(CC=C)C(=O)C1CC/C(=C\c2ccccc2)C1=O.C=CCN(CC=C)C(=O)C1(CCC(C)=O)CC/C(=C\c2ccccc2)C1=O,"['78-94-4', '351344-55-3']",351344-80-4,31-254-CAS-14628728,1,1,100,,109-99-9,Michael addn.,Novel DBU-MeOH-promoted one-pot stereoselective γ-functionalization of,"Charonnet, Emmanuelle; Filippini, Marie-Helene; Rodriguez, Jean","Synthesis (2001), (5), 788-804",865-47-4,General/Typical Procedure: Michael Additions; General Procedure. To a,
CC(C)(C)OC(=O)CN=C(c1ccccc1)c1ccccc1,CCOC(=O)/C=C/COc1ccc(Br)cc1.CCOC(=O)C[C@@H](COc1ccc(Br)cc1)[C@@H](N=C(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)CN=C(c1ccccc1)c1ccccc1>>CCOC(=O)/C=C/COc1ccc(Br)cc1.CCOC(=O)C[C@@H](COc1ccc(Br)cc1)[C@@H](N=C(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C,"['81477-94-3', '3049309-57-8']",3049309-06-7,31-614-CAS-40899455,1,2,100,6674-22-2,109-99-9,"stereoselective, Michael addition, dr >20:1","DBU-Catalyzed Glutamation of Phenols, Thiophenols, Secondary Amines and","Wang, Xue-Ying; Zhu, Si-Kai; Cheng, Mei-Ling; Jiang, Ru; Zhang,","European Journal of Organic Chemistry (2024), 27(22), e202400184","['7550-35-8', '7732-18-5']",,
CC[N+](=O)[O-],COC(=O)C(C#N)=Cc1ccc(Cl)cc1.COC(=O)C(C#N)C(c1ccc(Cl)cc1)C(C)[N+](=O)[O-],CC[N+](=O)[O-]>>COC(=O)C(C#N)=Cc1ccc(Cl)cc1.COC(=O)C(C#N)C(c1ccc(Cl)cc1)C(C)[N+](=O)[O-],"['79-24-3', '54440-99-2']",586971-88-2,31-254-CAS-14832451,1,1,100,1344-28-1,,"microwave irradiation, isomer mix.",Michael monoadditions of nitromethane or nitroethane with electrophilic,"Michaud, David; Hamelin, Jack; Texier-Boullet, Francoise","Tetrahedron (2003), 59(18), 3323-3331",,,
CC[N+](=O)[O-],COC(=O)C(C#N)=Cc1ccc(Cl)cc1.COC(=O)C(C#N)C(c1ccc(Cl)cc1)C(C)[N+](=O)[O-],CC[N+](=O)[O-]>>COC(=O)C(C#N)=Cc1ccc(Cl)cc1.COC(=O)C(C#N)C(c1ccc(Cl)cc1)C(C)[N+](=O)[O-],"['79-24-3', '54440-99-2']",586971-88-2,31-254-CAS-4187502,1,1,100,1344-28-1,,"microwave irradiation, NO SOLVENT",Michael monoaddition of nitromethane on gem-diactivated alkenes in dry,"Michaud, David; Texier-Boullet, Francoise; Hamelin, Jack","Tetrahedron Letters (1997), 38(43), 7563-7564",,,
C=CC(=O)OCCO,C=C(C)C(=O)OCCOC(=O)CC(C)=O.C=C(C)C(=O)OCCOC(=O)C(CCC(=O)OCCO)(CCC(=O)OCCO)C(C)=O,C=CC(=O)OCCO>>C=C(C)C(=O)OCCOC(=O)CC(C)=O.C=C(C)C(=O)OCCOC(=O)C(CCC(=O)OCCO)(CCC(=O)OCCO)C(C)=O,"['818-61-1', '21282-97-3']",2407909-68-4,31-614-CAS-24588445,1,1,100,"['128-37-0', '6674-22-2']",,exothermic,"Orthodontic articles prepared using a polycarbonate diol, polymerizable","Klun, Thomas P.; Parkar, Zeba; Riedesel, John M.; Pokorny, Richard J.;","United States, US20210171701 A1 2021-06-10",,,
C=CC(C)=O,N#CCC1C(=O)CCCC1=O.CC(=O)CCC1(CC#N)C(=O)CCCC1=O,C=CC(C)=O>>N#CCC1C(=O)CCCC1=O.CC(=O)CCC1(CC#N)C(=O)CCCC1=O,"['78-94-4', '2973743-80-3']",2973743-81-4,31-614-CAS-38161684,1,1,100,121-44-8,,"no solvent, Michael addition",Method for preparing dextromethorphan (DMX) with high yield,"Chen, Zhonghu; Yu, Shuai","China, CN116444433 A 2023-07-18",,,
C=CC(C)=O,N#CCC1C(=O)CCCC1=O.CC(=O)CCC1(CC#N)C(=O)CCCC1=O,C=CC(C)=O>>N#CCC1C(=O)CCCC1=O.CC(=O)CCC1(CC#N)C(=O)CCCC1=O,"['78-94-4', '2973743-80-3']",2973743-81-4,31-614-CAS-37779489,1,1,100,121-44-8,,"no solvent, Michael addition",Dextromethorphan intermediate,"Chen, Zhonghu; Yu, Shuai","China, CN116283623 A 2023-06-23",,,
CCCCCC=O,O=[N+]([O-])/C=C/c1ccccc1.CCCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,CCCCCC=O>>O=[N+]([O-])/C=C/c1ccccc1.CCCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,"['66-25-1', '5153-67-3']",928032-12-6,31-254-CAS-22201749,1,1,100,"['109-02-4', '2179362-53-7']",,"green chemistry, stereoselective, no solvent,dr = 60:1,%ee = 98,aldol",Deactivation of Secondary Amine Catalysts via Aldol Reaction-Amine,"Schnitzer, Tobias; Wennemers, Helma","Journal of Organic Chemistry (2020), 85(12), 7633-7640",,,
CCCCCC=O,O=[N+]([O-])/C=C/c1ccccc1.CCCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,CCCCCC=O>>O=[N+]([O-])/C=C/c1ccccc1.CCCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,"['66-25-1', '5153-67-3']",928032-12-6,31-254-CAS-12541659,1,1,100,1021646-82-1,"['67-63-0', '67-66-3']","solid-supported catalyst, stereoselective, TentaGel used, catalyst on",Efficient Recovery and Reuse of an Immobilized Peptidic Organocatalyst,"Arakawa, Yukihiro; Wiesner, Markus; Wennemers, Helma","Advanced Synthesis & Catalysis (2011), 353(8), 1201-1206",,,TentaGel supported
CCCCCC=O,O=[N+]([O-])/C=C/c1ccccc1.CCCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,CCCCCC=O>>O=[N+]([O-])/C=C/c1ccccc1.CCCC[C@H](C=O)[C@@H](C[N+](=O)[O-])c1ccccc1,"['66-25-1', '5153-67-3']",928032-12-6,31-254-CAS-4695669,1,2,100,"['109-02-4', '1021394-79-5']","['67-63-0', '67-66-3']","stereoselective, 15:1 syn:anti, 92% ee, alternative reaction conditions","Tripeptides as efficient asymmetric catalysts for 1,4-addition reactions","Wiesner, Markus; Revell, Jefferson D.; Wennemers, Helma","Angewandte Chemie, International Edition (2008), 47(10), 1871-1874",,,
COC(=O)C1CCCC1=O,O=[N+]([O-])/C=C/c1ccc(Br)cc1.COC(=O)[C@]1([C@H](C[N+](=O)[O-])c2ccc(Br)cc2)CCCC1=O,COC(=O)C1CCCC1=O>>O=[N+]([O-])/C=C/c1ccc(Br)cc1.COC(=O)[C@]1([C@H](C[N+](=O)[O-])c2ccc(Br)cc2)CCCC1=O,"['10472-24-9', '5153-71-9']",1223091-52-8,31-254-CAS-10688367,1,2,100,1207339-83-0,109-99-9,"stereoselective, dr = >20:1, ee 96%, alternative reaction conditions","Optically active dicobalt complexes and their solvates, and preparation","Shibazaki, Masakatsu; Matsunaga, Shigeki; Chen, Zhihua","Japan, JP2010095486 A 2010-04-30",,,
C=CC(=O)OCC,N#CCc1ccc2c(c1)OCO2.CCOC(=O)CCC(C#N)c1ccc2c(c1)OCO2,C=CC(=O)OCC>>N#CCc1ccc2c(c1)OCO2.CCOC(=O)CCC(C#N)c1ccc2c(c1)OCO2,"['140-88-5', '4439-02-5']",85352-34-7,31-254-CAS-9229947,1,1,100,,75-05-8,"Montmorillonite K10 used, PhCH2NMe3OH, MeCN, 1,4-Addition, Addition,",Addition and substitution reactions of nitrile-stabilized carbanions,"Arseniyadis, Simeon; Kyler, Keith S.; Watt, David S.","Organic Reactions (Hoboken, NJ, United States) (1984), 31No pp. given",100-85-6,,
C=CC(=O)OC,C=C1C[C@@H]([N+](=O)[O-])[C@H](c2ccc3c(c2)OCO3)C1.C=C1C[C@@H](c2ccc3c(c2)OCO3)[C@@](CCC(=O)OC)([N+](=O)[O-])C1,C=CC(=O)OC>>C=C1C[C@@H]([N+](=O)[O-])[C@H](c2ccc3c(c2)OCO3)C1.C=C1C[C@@H](c2ccc3c(c2)OCO3)[C@@](CCC(=O)OC)([N+](=O)[O-])C1,"['96-33-3', '132169-50-7']",132169-41-6,31-254-CAS-7684254,1,1,100,,109-99-9,OTHER REACTANT ISOMER ALSO PRESENT,Synthetic studies on Cephalotaxus alkaloids. A synthesis of,"Ikeda, Masazumi; Okano, Masahiko; Kosaka, Keigo; Kido, Masaru; Ishibashi,","Chemical & Pharmaceutical Bulletin (1993), 41(2), 276-81",,,
CCCCC=O,O=[N+]([O-])/C=C/c1ccc(Cl)cc1.CCC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccc(Cl)cc1,CCCCC=O>>O=[N+]([O-])/C=C/c1ccc(Cl)cc1.CCC[C@@H](C=O)[C@H](C[N+](=O)[O-])c1ccc(Cl)cc1,"['110-62-3', '5153-70-8']",1271248-69-1,31-254-CAS-18392791,1,2,100,2173591-27-8,108-88-3,"stereoselective, ee (91%), syn:anti = 92:8, Michael addition",Michael addition of carbonyl compounds to nitroolefins under the,"Castan, A.; Badorrey, R.; Galvez, J. A.; Lopez-Ram-de-Viu, P.;","Organic & Biomolecular Chemistry (2018), 16(6), 924-935",,,
